id,type,name,description,priority,interval_reset_days,notification_announcement_id,information_announcement_id,gasha_category_id,is_hidden_when_no_currency,timer_layout_type,movie_type,is_rate_visible,open_at,close_at,start_at,end_at
61,Gasha::StoneGasha,Rare Summon,"Once only! {color : #FFFF00 }30 Dragon Stones{color} for a Multi-Summon!
      One SR or Higher character GUARANTEED ",85,,,,,0,0,3,0,2016-03-03 08:10:00,2016-03-13 07:59:59,2016-03-03 08:10:00,2016-03-13 07:59:59
62,Gasha::StoneGasha,Rare Summon,"　　　10連続ガシャで{color : #FFFF00 }SR以上1体確定!!{color}
アルティメット孫悟飯を仲間にする大チャンス!!",80,,,,,0,0,3,0,2015-09-28 06:00:00,2015-10-01 05:59:59,2015-09-28 06:00:00,2015-10-01 05:59:59
63,Gasha::StoneGasha,Rare Summon,"        {color : #FFFF00}Broly is HERE! {color}4 New SSR Characters arrive!
One SR or Higher GUARANTEED per MULTI-SUMMON",80,,,,,0,0,3,0,2016-02-04 08:10:00,2016-02-12 07:59:59,2016-02-04 08:10:00,2016-02-12 07:59:59
64,Gasha::StoneGasha,Rare Summon,"　　　　神次元のSSRが大集結!!
超強力な{color : #FFFF00 }SSRキャラクター{color}を仲間にしよう!!",80,,,,,0,0,3,0,2015-10-08 06:00:00,2015-10-15 05:59:59,2015-10-08 06:00:00,2015-10-15 05:59:59
65,Gasha::StoneGasha,Rare Summon,10連でSR以上1体確定!!SSR・SR確率超3アップ!!,80,,,,,0,0,3,0,2015-10-15 06:30:00,2015-10-19 05:59:59,2015-10-15 06:30:00,2015-10-19 05:59:59
66,Gasha::StoneGasha,Rare Summon,"3 New Characters Arrive! Add {color : #FFFF00}SSR Metal Cooler{color} to your team!
      One SR or Higher GUARANTEED per MULTI-SUMMON",80,,,,,0,0,3,0,2016-02-19 08:10:00,2016-03-03 07:59:59,2016-02-19 08:10:00,2016-03-03 07:59:59
67,Gasha::StoneGasha,Rare Summon,"　　　　　{color : #FFFF00}超サイヤ人フェス!!{color}
超強力な{color : #FFFF00 }超サイヤ人{color}を仲間にしよう!!",90,,,,,0,0,3,0,2015-10-26 06:00:00,2015-11-01 05:59:59,2015-10-26 06:00:00,2015-11-01 05:59:59
68,Gasha::StoneGasha,Rare Summon,"一回限定 {color : #FFFF00}龍石40個{color}の大サービス
10連続ガシャでSR以上1体確定!!",100,,,,,0,0,3,0,2015-10-19 06:30:00,2015-10-19 06:31:00,2015-10-19 06:30:00,2015-10-19 06:31:00
69,Gasha::PointGasha,Friend Summon,"  Friend Summon Reinforced! The Earth's savior arrives!
A great chance to get Hercule Statues worth tons of Zeni!",5,,,,,0,0,3,0,2016-03-11 08:10:00,2017-01-25 06:29:59,2016-03-11 08:10:00,2017-01-25 06:29:59
70,Gasha::StoneGasha,Rare Summon,"    Dokkan Festival opens! {color : #FFFF00}Perfect Cell{color} descends!
{color : #FFFF00}Legendary Super Saiyan Broly [SSR]{color} available now!",80,,,,,0,0,3,0,2016-03-11 08:10:00,2016-03-18 07:59:59,2016-03-11 08:10:00,2016-03-18 07:59:59
71,Gasha::StoneGasha,Rare Summon,"{color : #FFFF00} 5 SSR characters{color} available, including a limited character!
{color : #FFFF00} Legendary Super Saiyan Broly{color} also available!",80,,,,,0,0,3,0,2038-01-01 00:00:00,2038-01-01 00:00:00,2038-01-01 00:00:00,2038-01-01 00:00:00
72,Gasha::TicketGasha,Rare Summon,A great chance to summon the DB Saga characters!,3,,,,,0,0,3,0,2015-11-15 06:30:00,2015-12-03 05:59:59,2015-11-15 06:30:00,2015-12-03 05:59:59
73,Gasha::StoneGasha,Rare Summon,"　　　　3回限定!{color : #FFFF00}おまけが必ずついてくる!!{color}
SSR・SR確率超3アップ!! おまけ付き連続ガシャ登場",80,,,,,0,0,3,0,2015-11-16 06:00:00,2015-11-19 05:59:59,2015-11-16 06:00:00,2015-11-19 05:59:59
74,Gasha::StoneGasha,Rare Summon,"　　　　　{color : #FFFF00}おまけが必ずついてくる!!{color}
SSR・SR確率超3アップ!! おまけ付きガシャ登場",70,,,,,0,0,3,0,2015-11-16 06:00:00,2015-11-19 05:59:59,2015-11-16 06:00:00,2015-11-19 05:59:59
75,Gasha::StoneGasha,Rare Summon,"                          {color : #FFFF00}SSR Gotenks{color} is HERE!
One SR or Higher GUARANTEED per MULTI-SUMMON",82,,,,,0,0,3,0,2016-04-25 08:10:00,2016-05-06 07:59:59,2016-04-25 08:10:00,2016-05-06 07:59:59
76,Gasha::StartDashGasha,Summon Sprint,"A special Summon for new players only!
       Summon an {color : #FFFF00 }SSR character{color} now!",300,,,,,0,0,3,1,2016-05-05 08:10:00,2021-12-31 23:59:59,2016-05-05 08:10:00,2021-12-31 23:59:59
79,Gasha::StoneGasha,Rare Summon,4日間限定!! {color : #FFFF00}龍石30個{color}で10連続ガシャの大サービス!!,100,,,,,0,0,3,0,2015-11-13 08:00:00,2015-11-16 05:59:59,2015-11-13 08:00:00,2015-11-16 05:59:59
80,Gasha::StoneGasha,Rare Summon,"               {color : #FFFF00}The SSGSS duo vs. Golden Frieza!!{color}
One SR or Higher GUARANTEED per MULTI-SUMMON",100,,,,,0,0,3,0,2016-03-24 08:10:00,2016-04-06 07:59:59,2016-03-24 08:10:00,2016-04-06 07:59:59
81,Gasha::StoneGasha,Rare Summon," Dokkan Festival opens! {color : #FFFF00}Buu (Kid) [SSR]{color} descends!
{color : #FFFF00}Legendary Super Saiyan Broly [SSR]{color} available now!",80,,,,,0,0,3,0,2016-04-06 08:10:00,2016-04-19 07:59:59,2016-04-06 08:10:00,2016-04-19 07:59:59
82,Gasha::StoneGasha,Rare Summon,"{color : #FFFF00}超強力SSRキャラクター6体がピックアップ!!{color}
　高ATK値のキャラクターを仲間にしよう!!",100,,,,,0,0,3,0,2015-12-10 06:00:00,2015-12-15 04:59:59,2015-12-10 06:00:00,2015-12-15 04:59:59
83,Gasha::StoneGasha,Rare Summon,"Super Saiyan Festival! New {color : #FFFF00 }Super Saiyan 2 Gohan (Adult) {color}arrives!
            {color : #FFFF00 }3 Times Only! {color}Multi-Summon to get one Elder Kai!",84,,,,,0,0,3,0,2016-04-29 08:10:00,2016-05-04 07:59:59,2016-04-29 08:10:00,2016-05-04 07:59:59
84,Gasha::StoneGasha,Rare Summon,"　{color : #FFFF00}GTキャラクターがピックアップ!!{color}
超サイヤ人孫悟空(GT)を仲間にしよう!!",100,,,,,0,0,3,0,2015-11-27 06:00:00,2015-12-01 05:59:59,2015-11-27 06:00:00,2015-12-01 05:59:59
85,Gasha::StoneGasha,Rare Summon,"         New{color : #FFFF00} SSR Super Saiyan Bardock{color} arrives!
One SR or Higher GUARANTEED per MULTI-SUMMON",81,,,,,0,0,3,0,2016-04-18 08:10:00,2016-05-01 07:59:59,2016-04-18 08:10:00,2016-05-01 07:59:59
86,Gasha::StoneGasha,レアガシャ," {color : #FFFF00}ついに開催!! 72時間限定の昇龍祭!!{color}
SSR・SR確率2倍の超特大チャンス!!",100,,,,,0,0,3,0,2015-12-25 02:00:00,2015-12-28 01:59:59,2015-12-25 02:00:00,2015-12-28 01:59:59
87,Gasha::StoneGasha,レアガシャ,"1回限定!!{color : #FFFF00}龍石20個{color}の大サービス!!
10連続ガシャでSR以上1体確定!!",90,,,,,0,0,3,0,2015-12-28 06:00:00,2016-01-05 00:59:59,2015-12-28 06:00:00,2016-01-05 00:59:59
88,Gasha::StoneGasha,Rare Summon,"Festival Exclusive! {color : #FFFF00 }Super Saiyan 3 Goku{color} & {color : #FFFF00 }Vegeta {color}join the fray!
        One SR or Higher GUARANTEED per MULTI-SUMMON",90,,,,,0,0,3,0,2016-05-05 08:10:00,2016-05-17 07:59:59,2016-05-05 08:10:00,2016-05-17 07:59:59
89,Gasha::StoneGasha,Rare Summon,"{color : #FFFF00 }3 times only! 30 Dragon Stones for a Multi-Summon!{color}
        One SR or Higher character GUARANTEED",100,,,,,0,0,3,0,2016-05-05 08:10:00,2016-05-17 07:59:59,2016-05-05 08:10:00,2016-05-17 07:59:59
90,Gasha::StoneGasha,レアガシャ,"10回限定!!{color : #FFFF00}おまけが必ずついてくる!!{color}
　　おまけ付き連続ガシャ登場!!",80,,,,,0,0,3,0,2015-12-28 06:00:00,2015-12-31 05:59:59,2015-12-28 06:00:00,2015-12-31 05:59:59
91,Gasha::StoneGasha,レアガシャ,"{color : #FFFF00}おまけが必ずついてくる!!{color}
おまけ付きガシャ登場!!",70,,,,,0,0,3,0,2015-12-28 06:00:00,2015-12-31 05:59:59,2015-12-28 06:00:00,2015-12-31 05:59:59
92,Gasha::StoneGasha,Rare Summon,"{color : #FFFF00 }SSR gods gather!{color} Summon characters with power above all else!
           One SR or Higher GUARANTEED per MULTI-SUMMON",80,,,,,0,0,3,0,2016-05-13 08:10:00,2016-05-18 07:59:59,2016-05-13 08:10:00,2016-05-18 07:59:59
93,Gasha::StoneGasha,Rare Summon,"{color : #FFFF00 }Once only! 40 Dragon Stones for a Multi-Summon!{color}
       One SR or Higher character GUARANTEED",95,,,,,0,0,3,0,2016-05-13 08:10:00,2016-05-18 07:59:59,2016-05-13 08:10:00,2016-05-18 07:59:59
94,Gasha::StoneGasha,Rare Summon,"New {color : #FFFF00 }SSR Vegito {color}arrives! Summon supreme fusion fighters now!
         One SR or Higher GUARANTEED per MULTI-SUMMON",85,,,,,0,0,3,0,2016-05-16 06:10:00,2016-05-24 05:59:59,2016-05-16 06:10:00,2016-05-24 05:59:59
95,Gasha::StoneGasha,Rare Summon,"                  {color : #CC66FF}INT{color} characters’ Summon rates INCREASED!
Z-Awakened {color : #CC66FF}INT{color} or {color : #FFFF00 }Extreme Type{color} characters at {color : #FFFF00 }Lv. 40{color} available!",92,,,,,0,0,3,0,2016-05-25 06:30:00,2016-05-30 05:59:59,2016-05-25 06:30:00,2016-05-30 05:59:59
96,Gasha::StoneGasha,Rare Summon,"                  {color : #00CC00}TEQ{color} characters’ Summon rates INCREASED!
Z-Awakened {color : #00CC00}TEQ{color} or {color : #FFFF00 }Extreme Type{color} characters at {color : #FFFF00 }Lv. 40{color} available!",91,,,,,0,0,3,0,2016-05-23 06:10:00,2016-05-28 05:59:59,2016-05-23 06:10:00,2016-05-28 05:59:59
97,Gasha::StoneGasha,Rare Summon,"                  {color : #66CCCC}AGL{color} characters’ Summon rates INCREASED!
Z-Awakened {color : #66CCCC}AGL{color} or {color : #FFFF00 }Extreme Type{color} characters at {color : #FFFF00 }Lv. 40{color} available!",95,,,,,0,0,3,0,2016-05-31 06:10:00,2016-06-05 05:59:59,2016-05-31 06:10:00,2016-06-05 05:59:59
98,Gasha::StoneGasha,Rare Summon,"                  {color : #FFCC00}PHY{color} characters’ Summon rates INCREASED!
Z-Awakened {color : #FFCC00}PHY{color} or {color : #FFFF00 }Extreme Type{color} characters at {color : #FFFF00 }Lv. 40{color} available!",94,,,,,0,0,3,0,2016-05-29 06:30:00,2016-06-03 05:59:59,2016-05-29 06:30:00,2016-06-03 05:59:59
99,Gasha::StoneGasha,Rare Summon,"                  {color : #FF3333}STR{color} characters’ Summon rates INCREASED!
Z-Awakened {color : #FF3333}STR{color} or {color : #FFFF00 }Extreme Type{color} characters at {color : #FFFF00 }Lv. 40{color} available!",93,,,,,0,0,3,0,2016-05-27 06:30:00,2016-06-01 05:59:59,2016-05-27 06:30:00,2016-06-01 05:59:59
100,Gasha::StoneGasha,Rare Summon,"             Great chance to get a {color : #FFFF00}SSR character{color}!
One SSR character guaranteed for a Multi-Summon!",115,,,,,0,0,3,0,2016-07-06 06:30:00,2016-07-08 05:59:59,2016-07-06 06:30:00,2016-07-08 05:59:59
101,Gasha::StoneGasha,Rare Summon,"{color : #FFFF00}Super Saiyan 2 Carnival{color} Starts!  The assemble of Super Saiyans!
           One Super Saiyan guaranteed per Multi-Summon!",114,,,,,0,0,3,0,2016-07-02 06:30:00,2016-07-08 05:59:59,2016-07-02 06:30:00,2016-07-08 05:59:59
102,Gasha::StoneGasha,Rare Summon,"   {color : #FFFF00}Only once a day!{color} Discount Summon!
{color : #FFFF00}3 Dragon Stones{color} for a Single-Summon!",113,,,,,0,1,3,0,2016-07-02 06:30:00,2016-07-03 05:59:59,2016-07-02 06:30:00,2016-07-03 05:59:59
103,Gasha::StoneGasha,Rare Summon,"   {color : #FFFF00}Only once a day!{color} Discount Summon!
{color : #FFFF00}3 Dragon Stones{color} for a Single-Summon!",113,,,,,0,1,3,0,2016-07-03 06:00:00,2016-07-04 05:59:59,2016-07-03 06:00:00,2016-07-04 05:59:59
104,Gasha::StoneGasha,Rare Summon,"   {color : #FFFF00}Only once a day!{color} Discount Summon!
{color : #FFFF00}3 Dragon Stones{color} for a Single-Summon!",113,,,,,0,1,3,0,2016-07-04 06:00:00,2016-07-05 05:59:59,2016-07-04 06:00:00,2016-07-05 05:59:59
105,Gasha::StoneGasha,Rare Summon,"   {color : #FFFF00}Only once a day!{color} Discount Summon!
{color : #FFFF00}3 Dragon Stones{color} for a Single-Summon!",113,,,,,0,1,3,0,2016-07-05 06:00:00,2016-07-06 05:59:59,2016-07-05 06:00:00,2016-07-06 05:59:59
