origin_battle_id,enemy_info
20010305,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9423731, ""enemy_skill_ids"": [600050, 600104, 600105, 2000580], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9113051, ""enemy_skill_ids"": [600050, 600104, 600105, 2000600, 2000520], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010331,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9122941, ""enemy_skill_ids"": [600050, 600104, 600105, 2000520, 2000560], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20010332,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9114991, ""enemy_skill_ids"": [600050, 600103, 600104, 600105, 2000590], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9222941, ""enemy_skill_ids"": [600050, 600103, 600104, 600105, 2000540, 2000550], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010401,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9323771, ""enemy_skill_ids"": [600050, 600103, 600104, 600105, 2000370, 2000460], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20010402,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9001611, ""enemy_skill_ids"": [600045, 600104, 600105, 600101, 2000620], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20010403,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9113021, ""enemy_skill_ids"": [600045, 600104, 600105, 600101, 2000630], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9013031, ""enemy_skill_ids"": [600055, 600104, 600105, 600101, 2000630, 2000640], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010404,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9323781, ""enemy_skill_ids"": [600045, 600104, 600105, 600101], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20010431,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9200051, ""enemy_skill_ids"": [600055, 600104, 600105, 2000520, 2000320, 2000330, 2000340], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20010432,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9223031, ""enemy_skill_ids"": [600030, 600104, 600105, 600103, 2000650, 2000660, 2000910], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20010501,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9109361, ""enemy_skill_ids"": [600045, 600104, 600105, 600101, 2000670], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20010502,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9001521, ""enemy_skill_ids"": [600050, 600104, 600105, 600101], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9101521, ""enemy_skill_ids"": [600055, 600104, 600105, 600101, 2000680, 2000690, 2000850], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}, {""comment"": null, ""enemies"": [{""card_id"": 9417161, ""enemy_skill_ids"": [600055, 600104, 600105, 600101, 2000700, 2000710], ""enemy_round_skill_set_id"": null}], ""round_no"": 3}]}], ""display_type"": ""normal""}"
20010503,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9201521, ""enemy_skill_ids"": [600050, 600104, 600105, 600101], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9317161, ""enemy_skill_ids"": [600055, 600104, 600105, 600101, 2000730, 2000740], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010531,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9123021, ""enemy_skill_ids"": [600050, 600104, 600105, 600101], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9022891, ""enemy_skill_ids"": [600040, 600104, 600105, 600101, 2000720], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010532,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9022441, ""enemy_skill_ids"": [600104, 600105, 600101, 2000750, 600055, 2000770, 2000780], ""enemy_round_skill_set_id"": null}, {""card_id"": 9029681, ""enemy_skill_ids"": [600035, 600104, 600105, 2000790, 2000920], ""enemy_round_skill_set_id"": null}, {""card_id"": 9001681, ""enemy_skill_ids"": [600035, 600104, 600105, 2000800, 2000930], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9022441, ""enemy_skill_ids"": [600040, 600104, 600105, 600101, 2000810, 2000820], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010601,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9122471, ""enemy_skill_ids"": [600050, 600104, 600105, 600101, 2000830, 2000840], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20010602,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9214851, ""enemy_skill_ids"": [600104, 600105, 600101, 600235], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20010603,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9314381, ""enemy_skill_ids"": [600050, 600104, 600105, 600101, 2000880], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9114391, ""enemy_skill_ids"": [600050, 600104, 600105, 600101, 2000860, 2000870], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010701,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9114851, ""enemy_skill_ids"": [600050, 600103, 600104, 600105, 2000150, 2000940], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9101581, ""enemy_skill_ids"": [600050, 600103, 600104, 600105, 2000950], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010702,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9114851, ""enemy_skill_ids"": [600050, 600103, 600104, 600105, 2000960, 2000970], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9204421, ""enemy_skill_ids"": [600050, 600103, 600104, 600105, 2000980, 2000990, 2001000], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010703,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9117211, ""enemy_skill_ids"": [600040, 600103, 600104, 600105, 2001010, 2001020], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9120151, ""enemy_skill_ids"": [600040, 600103, 600104, 600105, 2001030], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010704,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9220151, ""enemy_skill_ids"": [600030, 600101, 600104, 600105], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9314431, ""enemy_skill_ids"": [600030, 600101, 600104, 600105, 2001040], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010731,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9014361, ""enemy_skill_ids"": [600050, 600103, 600104, 600105], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9214371, ""enemy_skill_ids"": [600030, 600103, 600104, 600105, 2001050], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010732,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9032831, ""enemy_skill_ids"": [600030, 600103, 600104, 600105, 2001060], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9217201, ""enemy_skill_ids"": [600040, 600103, 600104, 600105, 2001070, 2001080], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}, {""comment"": null, ""enemies"": [{""card_id"": 9032781, ""enemy_skill_ids"": [600055, 600103, 600104, 600105, 2001090, 2001100, 2001110], ""enemy_round_skill_set_id"": null}], ""round_no"": 3}]}], ""display_type"": ""normal""}"
20010801,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9217211, ""enemy_skill_ids"": [600055, 600103, 600104, 600105, 2001500], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9303321, ""enemy_skill_ids"": [600055, 600103, 600104, 600105, 2001510, 2001520], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
20010802,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9122731, ""enemy_skill_ids"": [600045, 600101, 600104, 600105, 2001530, 2001570], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9222741, ""enemy_skill_ids"": [600030, 600102, 600104, 600105, 2001540, 2001550, 2001580, 2001600], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}, {""comment"": null, ""enemies"": [{""card_id"": 9204251, ""enemy_skill_ids"": [600030, 600103, 600104, 600105, 2001560, 2001590, 2001610], ""enemy_round_skill_set_id"": null}], ""round_no"": 3}]}], ""display_type"": ""normal""}"
990010101,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9128901, ""enemy_skill_ids"": [600030, 600104, 600105, 600101], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
990010102,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 3000421, ""enemy_skill_ids"": [600035, 2001120], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9302301, ""enemy_skill_ids"": [600035, 600105, 600205], ""enemy_round_skill_set_id"": null}, {""card_id"": 9023221, ""enemy_skill_ids"": [600025, 600105, 2001130], ""enemy_round_skill_set_id"": null}, {""card_id"": 9123221, ""enemy_skill_ids"": [600025, 600105, 2001130], ""enemy_round_skill_set_id"": null}, {""card_id"": 9223221, ""enemy_skill_ids"": [600025, 600105, 2001420], ""enemy_round_skill_set_id"": null}, {""card_id"": 9323221, ""enemy_skill_ids"": [600025, 600105, 2001420], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}, {""comment"": null, ""enemies"": [{""card_id"": 9028631, ""enemy_skill_ids"": [600035, 600105, 2001140, 2001400], ""enemy_round_skill_set_id"": null}, {""card_id"": 9006101, ""enemy_skill_ids"": [600035, 600104, 600105, 2001150, 2001410], ""enemy_round_skill_set_id"": null}], ""round_no"": 3}]}], ""display_type"": ""normal""}"
990010103,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9102311, ""enemy_skill_ids"": [600045, 600104, 600105, 600101, 2001170], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9031341, ""enemy_skill_ids"": [600060, 600104, 600105, 600210], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
990010104,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9229221, ""enemy_skill_ids"": [600050, 600104, 600105, 600103, 2001180], ""enemy_round_skill_set_id"": null}, {""card_id"": 9000351, ""enemy_skill_ids"": [600045, 600104, 600105, 600101, 2001190], ""enemy_round_skill_set_id"": null}, {""card_id"": 3000371, ""enemy_skill_ids"": [600045, 600104, 600105, 600101, 2001190], ""enemy_round_skill_set_id"": null}, {""card_id"": 9027861, ""enemy_skill_ids"": [600045, 2001200], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
990010131,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9125041, ""enemy_skill_ids"": [600010, 600104, 600105, 600101, 2001160], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
990010201,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9223381, ""enemy_skill_ids"": [600048, 600104, 600105, 600101, 2001210], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
990010202,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9132071, ""enemy_skill_ids"": [600060, 600104, 600105, 600103, 2001670, 2001680], ""enemy_round_skill_set_id"": null}, {""card_id"": 9310481, ""enemy_skill_ids"": [600055, 600104, 600105, 600101], ""enemy_round_skill_set_id"": null}, {""card_id"": 9117841, ""enemy_skill_ids"": [600060, 600104, 600105, 600102], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
990010203,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9117341, ""enemy_skill_ids"": [600055, 600104, 600105, 600103, 2001220], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9222701, ""enemy_skill_ids"": [600058, 600104, 600105, 600103, 2001250], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}, {""comment"": null, ""enemies"": [{""card_id"": 9130931, ""enemy_skill_ids"": [600065, 600104, 600105, 600103], ""enemy_round_skill_set_id"": null}], ""round_no"": 3}, {""comment"": null, ""enemies"": [{""card_id"": 9324411, ""enemy_skill_ids"": [600050, 2001260, 2001270], ""enemy_round_skill_set_id"": null}], ""round_no"": 4}, {""comment"": null, ""enemies"": [{""card_id"": 9617911, ""enemy_skill_ids"": [600070, 600104, 600105, 600103, 2001280, 2001960], ""enemy_round_skill_set_id"": null}], ""round_no"": 5}]}], ""display_type"": ""normal""}"
990010231,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9318261, ""enemy_skill_ids"": [600058, 600104, 600105, 600103, 2001220], ""enemy_round_skill_set_id"": null}, {""card_id"": 9018521, ""enemy_skill_ids"": [600058, 600104, 600105, 600103], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9418281, ""enemy_skill_ids"": [600065, 600104, 600103, 2001230], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
990010232,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9029871, ""enemy_skill_ids"": [600065, 600104, 600105, 600103, 2001220], ""enemy_round_skill_set_id"": null}, {""card_id"": 9210561, ""enemy_skill_ids"": [600065, 600104, 600105, 600103, 2000300], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9322091, ""enemy_skill_ids"": [600070, 600104, 600105, 600103, 2001240], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
990010301,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9226171, ""enemy_skill_ids"": [600060, 600104, 600105, 600103, 2001290], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9226181, ""enemy_skill_ids"": [600050, 600104, 600105, 600103, 2001300], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}, {""comment"": null, ""enemies"": [{""card_id"": 9028361, ""enemy_skill_ids"": [600055, 600104, 600105, 600103, 2001310, 2001320], ""enemy_round_skill_set_id"": null}], ""round_no"": 3}]}], ""display_type"": ""normal""}"
990010302,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9628961, ""enemy_skill_ids"": [600055, 600105, 600103, 2001330, 2001340], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9134381, ""enemy_skill_ids"": [2001350, 600104, 600105, 600103, 2001360, 2001380, 2001390, 2001370], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
990020101,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9100471, ""enemy_skill_ids"": [600020, 600102, 600104, 2001440], ""enemy_round_skill_set_id"": null}, {""card_id"": 9100481, ""enemy_skill_ids"": [600025, 600101, 600104, 2001450], ""enemy_round_skill_set_id"": null}, {""card_id"": 9000491, ""enemy_skill_ids"": [600020, 600101, 600104, 2001460], ""enemy_round_skill_set_id"": null}, {""card_id"": 9002261, ""enemy_skill_ids"": [600030, 600103, 600104, 2001470], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9130811, ""enemy_skill_ids"": [600035, 600102, 600104, 600105, 2001480], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
990020102,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9008451, ""enemy_skill_ids"": [600020, 600104, 600105, 2001490, 2001620], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9926561, ""enemy_skill_ids"": [600030, 600101, 600104, 600105, 2001630, 2001640], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}]}], ""display_type"": ""normal""}"
990020103,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9107121, ""enemy_skill_ids"": [600040, 600104, 2001730], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}, {""comment"": null, ""enemies"": [{""card_id"": 9215251, ""enemy_skill_ids"": [600045, 600104, 600105, 2001740], ""enemy_round_skill_set_id"": null}], ""round_no"": 2}, {""comment"": null, ""enemies"": [{""card_id"": 9129981, ""enemy_skill_ids"": [600055, 600104, 600105, 600103, 600210, 2001750], ""enemy_round_skill_set_id"": null}], ""round_no"": 3}, {""comment"": null, ""enemies"": [{""card_id"": 9209641, ""enemy_skill_ids"": [600104, 600105, 600103, 502350, 2001770, 2001780, 2001790, 2001800], ""enemy_round_skill_set_id"": null}], ""round_no"": 4}]}], ""display_type"": ""normal""}"
990020131,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9032461, ""enemy_skill_ids"": [600030, 600103, 600104, 600105, 2001650, 2001660, 2001960], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
990020201,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 9132431, ""enemy_skill_ids"": [600050, 600104, 600105, 600102, 2001690, 2001700], ""enemy_round_skill_set_id"": null}, {""card_id"": 9032391, ""enemy_skill_ids"": [600030, 600104, 600105, 600101, 2001710, 2001720], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
