id,enemy_skill_id,passive_skill_set_id
2256018,22560,1331
2256019,22560,367
2256020,22560,1332
2256021,22560,2965
2256022,22560,2966
2256023,22560,2979
2256024,22560,2980
2256025,22560,2969
2256026,22560,2981
2256027,22560,2988
2256028,22560,2989
2256029,22560,2982
2256030,22560,2983
2256031,22560,2984
2256032,22560,2985
2256033,22560,2986
2256034,22560,1320
2256035,22560,2990
2256036,22560,2991
2256037,22560,2992
2256038,22560,2993
2256039,22560,2994
2256040,22560,2995
2256041,22560,2996
2256042,22560,2997
2256043,22560,2998
2256044,22560,2999
2256045,22560,4965
2256046,22560,4966
2256047,22560,4968
2256048,22560,4964
2257001,22570,1219
2257002,22570,2875
2257003,22570,360
2257004,22570,363
2257005,22570,359
2257006,22570,361
2257007,22570,358
2257008,22570,362
2257009,22570,802
2257010,22570,1604
2257011,22570,1319
2257012,22570,1321
2257013,22570,1326
2257014,22570,1327
2257015,22570,1328
2257016,22570,1329
2257017,22570,1330
2257018,22570,1331
2257019,22570,367
2257020,22570,1332
2257021,22570,2965
2257022,22570,2966
2257023,22570,2979
2257024,22570,2980
2257025,22570,2969
2257026,22570,2981
2257027,22570,2988
2257028,22570,2989
2257029,22570,2982
2257030,22570,2983
2257031,22570,2984
2257032,22570,2985
2257033,22570,2986
2257034,22570,1320
2257035,22570,2990
2257036,22570,2991
2257037,22570,2992
2257038,22570,2993
2257039,22570,2994
2257040,22570,2995
2257041,22570,2996
2257042,22570,2997
2257043,22570,2998
2257044,22570,2999
2257045,22570,4965
2257046,22570,4966
2257047,22570,4968
2257048,22570,4964
2304001,23040,2956
2304002,23040,2957
2304003,23040,2958
2304004,23040,2959
2304005,23040,822
2304006,23040,1599
2304007,23040,2914
2304008,23040,2915
2304009,23040,2916
2304010,23040,364
2304011,23040,803
2304012,23040,1603
2304013,23040,1324
2304014,23040,1325
2304015,23040,1322
2304016,23040,1323
2304017,23040,2919
2304018,23040,2920
2304019,23040,2921
2304020,23040,2922
2304021,23040,2973
2304022,23040,2974
2304023,23040,2975
2304024,23040,2976
2304025,23040,2977
2304026,23040,2978
2304027,23040,2987
2304028,23040,2967
2304029,23040,2968
2304030,23040,2943
2305001,23050,2956
2305002,23050,2957
2305003,23050,2958
2305004,23050,2959
2305005,23050,822
2305006,23050,1599
2305007,23050,2914
2305008,23050,2915
2305009,23050,2916
2305010,23050,364
2305011,23050,803
2305012,23050,1603
2305013,23050,1324
2305014,23050,1325
2305015,23050,1322
2305016,23050,1323
2305017,23050,2919
2305018,23050,2920
2305019,23050,2921
2305020,23050,2922
2305021,23050,2973
2305022,23050,2974
2305023,23050,2975
2305024,23050,2976
2305025,23050,2977
2305026,23050,2978
2305027,23050,2987
2305028,23050,2967
2305029,23050,2968
2305030,23050,2943
2316001,23160,821
2316002,23160,1932
2316003,23160,1933
2316004,23160,2972
2316005,23160,273
2316006,23160,272
2316007,23160,269
2316008,23160,558
2316009,23160,820
2316010,23160,2137
2316011,23160,2138
2316012,23160,1934
2316013,23160,270
2316014,23160,274
2316015,23160,819
2316016,23160,593
2316017,23160,1252
2316018,23160,817
2316019,23160,818
2316020,23160,2449
2316021,23160,1929
2316022,23160,1930
2316023,23160,2970
2316024,23160,1931
2316025,23160,2971
2316026,23160,271
2316027,23160,2951
2316028,23160,2952
2316029,23160,2942
2316030,23160,1219
2316031,23160,2875
2316032,23160,360
2316033,23160,363
2316034,23160,359
2316035,23160,361
2316036,23160,358
2316037,23160,362
2316038,23160,802
2316039,23160,1604
2316040,23160,1319
2316041,23160,1321
2316042,23160,1326
2316043,23160,1327
2316044,23160,1328
2316045,23160,1329
2316046,23160,1330
2316047,23160,1331
2316048,23160,367
2316049,23160,1332
2316050,23160,2913
2316051,23160,2917
2316052,23160,2918
2316053,23160,2981
2316054,23160,2988
2316055,23160,2982
2316056,23160,2990
2316057,23160,2983
2316058,23160,2992
2316059,23160,2984
2316060,23160,2994
2316061,23160,2985
2316062,23160,2996
2316063,23160,2986
2316064,23160,2998
2316065,23160,2938
2316066,23160,2965
2316067,23160,2966
2316068,23160,2979
2316069,23160,2980
2316070,23160,2969
2316071,23160,2989
2316072,23160,2991
2316073,23160,2993
2316074,23160,2995
2316075,23160,2997
2316076,23160,2999
2316077,23160,1320
2316078,23160,3908
2316079,23160,3909
2316080,23160,4965
2316081,23160,4966
2316082,23160,4968
2316783,23160,4964
2317001,23170,821
2317002,23170,1932
2317003,23170,1933
2317004,23170,2972
2317005,23170,273
2317006,23170,272
2317007,23170,269
2317008,23170,558
2317009,23170,820
2317010,23170,2137
2317011,23170,2138
2317012,23170,1934
2317013,23170,270
2317014,23170,274
2317015,23170,819
2317016,23170,593
2317017,23170,1252
2317018,23170,817
2317019,23170,818
2317020,23170,2449
2317021,23170,1929
2317022,23170,1930
2317023,23170,2970
2317024,23170,1931
2317025,23170,2971
2317026,23170,271
2317027,23170,2951
2317028,23170,2952
2317029,23170,2942
2317030,23170,1219
2317031,23170,2875
2317032,23170,360
2317033,23170,363
2317034,23170,359
2317035,23170,361
2317036,23170,358
2317037,23170,362
2317038,23170,802
2317039,23170,1604
2317040,23170,1319
2317041,23170,1321
2317042,23170,1326
2317043,23170,1327
2317044,23170,1328
2317045,23170,1329
2317046,23170,1330
2317047,23170,1331
2317048,23170,367
2317049,23170,1332
2317050,23170,2913
2317051,23170,2917
2317052,23170,2918
2317053,23170,2981
2317054,23170,2988
2317055,23170,2982
2317056,23170,2990
2317057,23170,2983
2317058,23170,2992
2317059,23170,2984
2317060,23170,2994
2317061,23170,2985
2317062,23170,2996
2317063,23170,2986
2317064,23170,2998
2317065,23170,2938
2317066,23170,2965
2317067,23170,2966
2317068,23170,2979
2317069,23170,2980
2317070,23170,2969
2317071,23170,2989
2317072,23170,2991
2317073,23170,2993
2317074,23170,2995
2317075,23170,2997
2317076,23170,2999
2317077,23170,1320
2317078,23170,3908
2317079,23170,3909
2317080,23170,4965
2317081,23170,4966
2317082,23170,4968
2317083,23170,4964
2391000,23910,3015
2391001,23910,3016
2391002,23910,3929
2391003,23910,3930
3140001,31400,3551
3140002,31400,3552
3140003,31400,3964
3140101,31401,3551
3140102,31401,3552
3140103,31401,3964
4142001,41420,4204
4142002,41420,4205
4282001,42820,723
4282002,42820,1560
4282003,42820,4202
4282004,42820,4203
4282005,42820,4239
4282006,42820,4240
4282007,42820,1561
4282008,42820,3085
4282009,42820,4234
4282010,42820,4235
5083000,508300,4193
5083001,508300,4556
5083100,508310,4193
5083101,508310,4556
20700180,525610,4852
20730180,525610,4853
20760180,525620,4852
20790180,525620,4853
