id,category,name,pack_name,scene_name,red,green,blue,alpha,lite_flicker_rate,is_usm
42,1,必殺技用斬撃エフェクト3,battle_00002,ef_003,255,255,255,255,70,0
50,1,リッチ化通常攻撃_ヒットエフェクト光線1,battle_00003,ef_001,255,255,255,255,70,0
51,1,リッチ化通常攻撃_ヒットエフェクト光線2,battle_00003,ef_002,255,255,255,255,70,0
52,1,リッチ化通常攻撃_ヒットエフェクト光線3,battle_00003,ef_003,255,255,255,255,70,0
53,1,リッチ化通常攻撃_ヒットエフェクト光線4,battle_00003,ef_004,255,255,255,255,70,0
54,1,リッチ化通常攻撃_ヒットエフェクト衝撃波1,battle_00003,ef_005,255,255,255,255,70,0
55,1,リッチ化通常攻撃_ヒットエフェクト衝撃波2,battle_00003,ef_006,255,255,255,255,70,0
56,1,リッチ化通常攻撃_ヒットエフェクト衝撃波3,battle_00003,ef_007,255,255,255,255,70,0
57,1,リッチ化通常攻撃_効果線直線,battle_00003,ef_008,255,255,255,255,70,0
58,1,リッチ化通常攻撃_効果線曲線1,battle_00003,ef_009,255,255,255,255,70,0
59,1,リッチ化通常攻撃_効果線曲線2,battle_00003,ef_010,255,255,255,255,70,0
60,1,リッチ化通常攻撃_ヒットエフェクト火花1,battle_00003,ef_011,255,255,255,255,70,0
61,1,リッチ化通常攻撃_ヒットエフェクト火花2,battle_00003,ef_012,255,255,255,255,70,0
62,1,リッチ化通常攻撃_ヒットエフェクト火花3,battle_00003,ef_013,255,255,255,255,70,0
63,1,リッチ化通常攻撃_ヒットエフェクト火花4,battle_00003,ef_014,255,255,255,255,70,0
64,1,リッチ化通常攻撃_ヒットエフェクト火花5,battle_00003,ef_015,255,255,255,255,70,0
65,1,リッチ化通常攻撃_ヒットエフェクト火花6,battle_00003,ef_016,255,255,255,255,70,0
66,1,リッチ化通常攻撃_ヒットエフェクト火花7,battle_00003,ef_017,255,255,255,255,70,0
67,1,リッチ化通常攻撃_ヒットエフェクト火花8,battle_00003,ef_018,255,255,255,255,70,0
68,1,リッチ化通常攻撃_ヒットエフェクト光線単体,battle_00003,ef_019,255,255,255,255,70,0
69,1,リッチ化通常攻撃_効果線奥方向,battle_00003,ef_020,255,255,255,255,70,0
70,1,リッチ化通常攻撃_集中線,battle_00003,ef_021,255,255,255,255,70,0
71,1,リッチ化通常攻撃_流線,battle_00003,ef_022,255,255,255,255,70,0
72,1,リッチ化通常攻撃_集中線隅,battle_00003,ef_023,255,255,255,255,70,0
73,1,リッチ化通常攻撃_大攻撃1の1層目,battle_00003,ef_101,255,255,255,255,70,0
74,1,リッチ化通常攻撃_大攻撃1の2層目,battle_00003,ef_102,255,255,255,255,70,0
75,1,リッチ化通常攻撃_大攻撃1の3層目,battle_00003,ef_103,255,255,255,255,70,0
76,1,リッチ化通常攻撃_大攻撃1の1層目_敵側,battle_00003,ef_101r,255,255,255,255,70,0
77,1,リッチ化通常攻撃_大攻撃2の1層目,battle_00003,ef_111,255,255,255,255,70,0
78,1,リッチ化通常攻撃_大攻撃2の2層目,battle_00003,ef_112,255,255,255,255,70,0
79,1,リッチ化通常攻撃_大攻撃2の3層目,battle_00003,ef_113,255,255,255,255,70,0
80,1,リッチ化通常攻撃_大攻撃2の1層目_敵側,battle_00003,ef_111r,255,255,255,255,70,0
81,1,リッチ化通常攻撃_大攻撃3の1層目,battle_00003,ef_121,255,255,255,255,70,0
82,1,リッチ化通常攻撃_大攻撃3の2層目,battle_00003,ef_122,255,255,255,255,70,0
83,1,リッチ化通常攻撃_大攻撃3の3層目,battle_00003,ef_123,255,255,255,255,70,0
84,1,リッチ化通常攻撃_大攻撃3の1層目_敵側,battle_00003,ef_121r,255,255,255,255,70,0
85,1,リッチ化通常攻撃_大攻撃4の1層目,battle_00003,ef_131,255,255,255,255,70,0
86,1,リッチ化通常攻撃_大攻撃4の2層目,battle_00003,ef_132,255,255,255,255,70,0
87,1,リッチ化通常攻撃_大攻撃4の3層目,battle_00003,ef_133,255,255,255,255,70,0
88,1,リッチ化通常攻撃_大攻撃4の1層目_敵側,battle_00003,ef_131r,255,255,255,255,70,0
89,1,リッチ化通常攻撃_大攻撃5の1層目,battle_00003,ef_141,255,255,255,255,70,0
90,1,リッチ化通常攻撃_大攻撃5の2層目,battle_00003,ef_142,255,255,255,255,70,0
91,1,リッチ化通常攻撃_大攻撃5の3層目,battle_00003,ef_143,255,255,255,255,70,0
92,1,リッチ化通常攻撃_大攻撃5の1層目_敵側,battle_00003,ef_141r,255,255,255,255,70,0
93,1,リッチ化通常攻撃_大攻撃6の1層目,battle_00003,ef_151,255,255,255,255,70,0
94,1,リッチ化通常攻撃_大攻撃6の2層目,battle_00003,ef_152,255,255,255,255,70,0
95,1,リッチ化通常攻撃_大攻撃6の3層目,battle_00003,ef_153,255,255,255,255,70,0
96,1,リッチ化通常攻撃_大攻撃6の1層目_敵側,battle_00003,ef_151r,255,255,255,255,70,0
97,1,リッチ化通常攻撃_大攻撃7の1層目,battle_00003,ef_161,255,255,255,255,70,0
98,1,リッチ化通常攻撃_大攻撃7の2層目,battle_00003,ef_162,255,255,255,255,70,0
99,1,リッチ化通常攻撃_大攻撃7の3層目,battle_00003,ef_163,255,255,255,255,70,0
100,1,銃マズル,battle_20000,ef_001,255,255,255,255,70,0
110,1,リッチ化通常攻撃_大攻撃7の1層目_敵側,battle_00003,ef_161r,255,255,255,255,70,0
111,1,リッチ化通常攻撃_大攻撃8の1層目,battle_00003,ef_171,255,255,255,255,70,0
112,1,リッチ化通常攻撃_大攻撃8の2層目,battle_00003,ef_172,255,255,255,255,70,0
113,1,リッチ化通常攻撃_大攻撃8の3層目,battle_00003,ef_173,255,255,255,255,70,0
114,1,リッチ化通常攻撃_大攻撃8の1層目_敵側,battle_00003,ef_171r,255,255,255,255,70,0
115,1,リッチ化通常攻撃_大攻撃9の1層目,battle_00003,ef_181,255,255,255,255,70,0
116,1,リッチ化通常攻撃_大攻撃9の2層目,battle_00003,ef_182,255,255,255,255,70,0
117,1,リッチ化通常攻撃_大攻撃9の3層目,battle_00003,ef_183,255,255,255,255,70,0
118,1,リッチ化通常攻撃_大攻撃9の1層目_敵側,battle_00003,ef_181r,255,255,255,255,70,0
119,1,リッチ化通常攻撃_大攻撃 気功波1の1層目,battle_00003,ef_191,255,255,255,255,70,0
120,1,リッチ化通常攻撃_大攻撃 気功波1の2層目,battle_00003,ef_192,255,255,255,255,70,0
121,1,リッチ化通常攻撃_大攻撃 気功波1の3層目,battle_00003,ef_193,255,255,255,255,70,0
122,1,リッチ化通常攻撃_大攻撃 気功波1の1層目_敵側,battle_00003,ef_191r,255,255,255,255,70,0
123,1,リッチ化通常攻撃_大攻撃 気功波2の1層目,battle_00003,ef_201,255,255,255,255,70,0
124,1,リッチ化通常攻撃_大攻撃 気功波2の2層目,battle_00003,ef_202,255,255,255,255,70,0
125,1,リッチ化通常攻撃_大攻撃 気功波2の3層目,battle_00003,ef_203,255,255,255,255,70,0
126,1,リッチ化通常攻撃_大攻撃 気功波2の1層目_敵側,battle_00003,ef_201r,255,255,255,255,70,0
127,1,リッチ化通常攻撃_大攻撃 気功波3の1層目,battle_00003,ef_211,255,255,255,255,70,0
128,1,リッチ化通常攻撃_大攻撃 気功波3の2層目,battle_00003,ef_212,255,255,255,255,70,0
129,1,リッチ化通常攻撃_大攻撃 気功波3の3層目,battle_00003,ef_213,255,255,255,255,70,0
130,1,リッチ化通常攻撃_大攻撃 気功波3の1層目_敵側,battle_00003,ef_211r,255,255,255,255,70,0
131,1,リッチ化通常攻撃_小攻撃1の1層目,battle_00003,ef_221,255,255,255,255,70,0
132,1,リッチ化通常攻撃_小攻撃1の2層目,battle_00003,ef_222,255,255,255,255,70,0
133,1,リッチ化通常攻撃_小攻撃1の3層目,battle_00003,ef_223,255,255,255,255,70,0
134,1,リッチ化通常攻撃_小攻撃1の1層目_敵側,battle_00003,ef_221r,255,255,255,255,70,0
135,1,気弾エフェクト1,battle_00003,ef_300,255,255,255,255,70,0
136,1,気弾エフェクト2,battle_00003,ef_301,255,255,255,255,70,0
137,1,気弾エフェクト3,battle_00003,ef_302,255,255,255,255,70,0
138,1,気弾エフェクト4,battle_00003,ef_303,255,255,255,255,70,0
139,1,気弾エフェクト5,battle_00003,ef_304,255,255,255,255,70,0
140,1,気弾エフェクト6,battle_00003,ef_305,255,255,255,255,70,0
200,1,気弾マズル,battle_20001,ef_001,255,255,255,255,70,0
201,1,気弾出る,battle_20001,ef_002,255,255,255,255,70,0
202,1,気弾ループ,battle_20001,ef_003,255,255,255,255,70,0
203,1,気弾消える,battle_20001,ef_004,255,255,255,255,70,0
210,1,気弾マズル/敵,battle_20101,ef_001,255,255,255,255,70,0
211,1,気弾出る/敵,battle_20101,ef_002,255,255,255,255,70,0
212,1,気弾ループ/敵,battle_20101,ef_003,255,255,255,255,70,0
213,1,気弾消える/敵,battle_20101,ef_004,255,255,255,255,70,0
220,1,気弾マズル/敵,battle_20201,ef_001,255,255,255,255,70,0
221,1,気弾出る/敵,battle_20201,ef_002,255,255,255,255,70,0
222,1,気弾ループ/敵,battle_20201,ef_003,255,255,255,255,70,0
223,1,気弾消える/敵,battle_20201,ef_004,255,255,255,255,70,0
230,1,気弾マズル/敵,battle_20301,ef_001,255,255,255,255,70,0
231,1,気弾出る/敵,battle_20301,ef_002,255,255,255,255,70,0
232,1,気弾ループ/敵,battle_20301,ef_003,255,255,255,255,70,0
233,1,気弾消える/敵,battle_20301,ef_004,255,255,255,255,70,0
240,1,気弾マズル/敵,battle_20401,ef_001,255,255,255,255,70,0
241,1,気弾出る/敵,battle_20401,ef_002,255,255,255,255,70,0
242,1,気弾ループ/敵,battle_20401,ef_003,255,255,255,255,70,0
243,1,気弾消える/敵,battle_20401,ef_004,255,255,255,255,70,0
300,1,気力出る,battle_30000,ef_001,255,255,255,255,70,0
301,1,気力ループ,battle_30000,ef_002,255,255,255,255,70,0
302,1,気力消える,battle_30000,ef_003,255,255,255,255,70,0
310,1,気力出る,battle_30100,ef_001,255,255,255,255,70,0
311,1,気力ループ,battle_30100,ef_002,255,255,255,255,70,0
312,1,気力消える,battle_30100,ef_003,255,255,255,255,70,0
320,1,気力出る,battle_30200,ef_001,255,255,255,255,70,0
321,1,気力ループ,battle_30200,ef_002,255,255,255,255,70,0
323,1,気力消える,battle_30200,ef_003,255,255,255,255,70,0
330,1,気力出る,battle_30300,ef_001,255,255,255,255,70,0
331,1,気力ループ,battle_30300,ef_002,255,255,255,255,70,0
332,1,気力消える,battle_30300,ef_003,255,255,255,255,70,0
340,1,気力出る,battle_30400,ef_001,255,255,255,255,70,0
341,1,気力ループ,battle_30400,ef_002,255,255,255,255,70,0
342,1,気力消える,battle_30400,ef_003,255,255,255,255,70,0
350,1,輪郭のぼやけたオーラ（黄）,battle_31000,ef_001,255,255,255,255,70,0
351,1,輪郭のぼやけたオーラ（赤）,battle_31001,ef_001,255,255,255,255,70,0
352,1,輪郭のぼやけたオーラ（紫）,battle_31002,ef_001,255,255,255,255,70,0
353,1,劇場版ゴッドSS用オーラ(青),battle_32000,ef_001,255,255,255,255,70,0
354,1,超サイヤ人ゴッドSS青オーラで界王拳使用時のオーラ,battle_33000,ef_001,255,255,255,255,70,0
355,1,超サイヤ人ゴッドSS青オーラで界王拳使用時のオーラ,battle_33000,ef_002,255,255,255,255,70,0
356,1,ゴクウブラックオーラ,battle_34000,ef_001,255,255,255,255,70,0
357,1,ゴクウブラック(超サイヤ人ロゼ)_オーラ,battle_35000,ef_001,255,255,255,255,70,0
358,1,超サイヤ人トランクス(未来)_オーラ,battle_36000,ef_001,255,255,255,255,70,0
359,1,S17b,battle_37000,ef_001,255,255,255,255,70,0
360,1,吸収,battle_37100,ef_001,255,255,255,255,70,0
361,1,超サイヤ人4ゴジータオーラ,battle_38000,ef_001,255,255,255,255,70,0
362,1,オーラ（青）,battle_39000,ef_001,255,255,255,255,70,0
363,1,ディスポ(超最高速モード)_オーラ,battle_31002,ef_002,255,255,255,255,70,0
364,1,トッポ(破壊神モード_オーラ,battle_31002,ef_003,255,255,255,255,70,0
365,1,超サイヤ人ゴッドSSベジータ(進化)_オーラ,battle_39100,ef_001,255,255,255,255,70,0
366,1,ジレン_オーラ,battle_39101,ef_001,255,255,255,255,70,0
367,1,人造人間17号_超激戦用バリア,battle_37000,ef_002,255,255,255,255,70,0
368,1,超サイヤ人ゴジータ,battle_39103,ef_001,255,255,255,255,70,0
369,1,超サイヤ人ゴッドSSゴジータ,battle_39104,ef_001,255,255,255,255,70,0
370,1,超サイヤ人ブロリー,battle_39105,ef_001,255,255,255,255,70,0
371,1,超サイヤ人トランクス（未来）_オーラ,battle_39106,ef_001,255,255,255,255,70,0
372,1,激怒悟空_汎用オーラ,battle_39107,ef_001,255,255,255,255,70,0
373,1,ビルス(激怒時)_オーラ,battle_39108,ef_001,255,255,255,255,70,0
375,1,超フルパワーサイヤ人4（ゼノ）_オーラ,battle_39110,ef_001,255,255,255,255,70,0
376,1,超サイヤ人ゴッドSSべジータ(暴走制御) _オーラ,battle_39111,ef_001,255,255,255,255,70,0
377,1,孫悟飯(ビースト) _オーラ,battle_39112,ef_001,255,255,255,255,70,0
378,1,超サイヤ人ゴッドSS孫悟空(宇宙樹パワー)_オーラ,battle_39114,ef_001,255,255,255,255,70,0
400,1,気力出る,battle_40000,ef_001,255,255,255,255,70,0
401,1,気絶,battle_40000,ef_002,255,255,255,255,70,0
402,1,動き停止,battle_40000,ef_003,255,255,255,255,70,0
403,1,氷,battle_40000,ef_004,255,255,255,255,70,0
404,1,火傷,battle_40000,ef_005,255,255,255,255,70,0
405,1,毒,battle_40000,ef_006,255,255,255,255,70,0
406,1,封印/スキル,battle_40000,ef_007,255,255,255,255,70,0
407,1,封印/リンク,battle_40000,ef_008,255,255,255,255,70,0
408,1,封印/必殺技,battle_40000,ef_009,255,255,255,255,70,0
409,1,封印/アイテム＆サポート,battle_40000,ef_010,255,255,255,255,70,0
500,1,体力回復（小）,battle_50000,ef_001,255,255,255,255,70,0
501,1,体力回復（中）,battle_50000,ef_002,255,255,255,255,70,0
502,1,体力回復（大）,battle_50000,ef_003,255,255,255,255,70,0
503,1,状態異状回復,battle_50000,ef_004,255,255,255,255,70,0
600,1,スキル disable,battle_60000,ef_001,255,255,255,255,70,0
601,1,スキル 発動,battle_60000,ef_002,255,255,255,255,70,0
602,1,マーカーチェンジ（赤）,battle_60000,ef_003,255,255,255,255,70,0
603,1,マーカーチェンジ（緑）,battle_60000,ef_004,255,255,255,255,70,0
604,1,マーカーチェンジ（青）,battle_60000,ef_005,255,255,255,255,70,0
605,1,ドッカン玉変更,battle_60000,ef_006,255,255,255,255,70,0
606,1,アップ,battle_60000,ef_007,255,255,255,255,70,0
607,1,ダウン,battle_60000,ef_008,255,255,255,255,70,0
700,1,瞬間移動,battle_70000,ef_001,255,255,255,255,70,0
701,1,移動開始,battle_70000,ef_002,255,255,255,255,70,0
702,1,移動開始,battle_70000,ef_003,255,255,255,255,70,0
703,1,気力移動,battle_70000,ef_004,255,255,255,255,70,0
704,1,気力移動,battle_70000,ef_005,255,255,255,255,70,0
705,1,移動開始,battle_70000,ef_006,255,255,255,255,70,0
706,1,移動開始,battle_70000,ef_007,255,255,255,255,70,0
707,1,気力移動/敵,battle_70000,ef_008,255,255,255,255,70,0
708,1,気力移動/敵,battle_70000,ef_009,255,255,255,255,70,0
800,1,キャラドロップ,battle_80000,ef_005,255,255,255,255,70,0
801,1,サポートドロップ,battle_80000,ef_006,255,255,255,255,70,0
802,1,アイテムドロップ,battle_80000,ef_007,255,255,255,255,70,0
900,1,地面から岩が浮き上がる（開始）,battle_90000,ef_001,255,255,255,255,70,0
901,1,地面から岩が浮き上がるループ,battle_90000,ef_002,255,255,255,255,70,0
902,1,地面から岩が浮き上がるエンド,battle_90000,ef_003,255,255,255,255,70,0
903,1,ぶっ飛ばし演出,battle_90000,ef_004,255,255,255,255,70,0
904,1,破片が散る,battle_90000,ef_005,255,255,255,255,70,0
905,1,フィニッシュHIT,battle_90000,ef_006,255,255,255,255,70,0
906,1,集中線,battle_90000,ef_007,255,255,255,255,70,0
907,1,流線(黒),battle_90000,ef_015,8,8,8,255,70,0
908,1,衝撃波,battle_90000,ef_009,255,255,255,255,70,0
909,1,岩が飛び散る,battle_90000,ef_010,255,255,255,255,70,0
910,1,トランジション,battle_90000,ef_011,255,255,255,255,70,0
911,1,集中線(黒),battle_90000,ef_007,8,8,8,255,70,0
912,1,流線　斜め　奥行き有り（黒,battle_90000,ef_014,8,8,8,255,70,0
913,1,流線 斜め 奥行きあり（白バージョン）,battle_90000,ef_014,255,255,255,255,70,0
914,1,流線（白バージョン）,battle_90000,ef_015,255,255,255,255,70,0
920,1,流線　必殺技用,battle_90001,ef_001,255,255,255,255,70,0
921,1,流線　斜め　奥行きあり,battle_90001,ef_002,255,255,255,255,70,0
922,1,流線(縦),battle_90001,ef_003,255,255,255,255,70,0
923,1,流線　斜め　奥行きあり（縦）,battle_90001,ef_004,255,255,255,255,70,0
924,1,ふっ飛ばし流線,battle_90002,ef_001,255,255,255,255,70,0
1000,1,敵の乱入攻撃,battle_100000,ef_001,255,255,255,255,70,0
1001,1,リンク確定,battle_100000,ef_002,255,255,255,255,70,0
1101,1,チェイン数 数字,battle_110000,ef_001,255,255,255,255,70,0
1102,1,ダメージ数字,battle_110000,ef_002,255,255,255,255,70,0
1103,1,倍率数字,battle_110000,ef_003,255,255,255,255,70,0
1104,1,ラベルチェイン,battle_110000,ef_004,255,255,255,255,70,0
1105,1,ラベルクリティカル,battle_110000,ef_005,255,255,255,255,70,0
1106,1,ラベル トータルダメージ,battle_110000,ef_006,255,255,255,255,70,0
1108,1,ダメージ数値（会心演出用）,battle_115000,ef_001,255,255,255,255,70,0
1109,1,ダメージ数値（会心演出用）,battle_115000,ef_002,255,255,255,255,70,0
1110,1,ダメージ数値（会心演出用）,battle_115000,ef_003,255,255,255,255,70,0
1111,1,ダメージ数値（会心演出用）,battle_115000,ef_004,255,255,255,255,70,0
1120,1,必殺技上限解放,battle_116000,ef_001,255,255,255,255,70,0
1121,1,必殺技上限解放,battle_116000,ef_002,255,255,255,255,70,0
1122,1,必殺技上限解放,battle_116000,ef_003,255,255,255,255,70,0
1123,1,必殺技上限解放,battle_116000,ef_004,255,255,255,255,70,0
1124,1,必殺技上限解放,battle_116000,ef_005,255,255,255,255,70,0
1126,1,必殺技上限解放,battle_116000,ef_006,255,255,255,255,70,0
1200,1,パッシブカットイン,battle_120000,ef_001,255,255,255,255,70,0
1201,1,パッシブビリビリ,battle_120000,ef_002,255,255,255,255,70,0
1202,1,ドッカン発動,battle_120000,ef_003,255,255,255,255,70,0
1205,1,サポートアイテムカットイン,battle_120000,ef_005,255,255,255,255,70,0
1210,1,サポートアイテムカットイン銅,battle_item,ef_001,255,255,255,255,70,0
1211,1,サポートアイテムカットイン銀,battle_item,ef_002,255,255,255,255,70,0
1212,1,サポートアイテムカットイン金,battle_item,ef_003,255,255,255,255,70,0
1213,1,サポートアイテムカットイン虹,battle_item,ef_004,255,255,255,255,70,0
1300,1,バトルスタート,battle_130000,ef_001,255,255,255,255,70,0
1301,1,KO,battle_130000,ef_002,255,255,255,255,70,0
1302,1,バトルエンド,battle_130000,ef_003,255,255,255,255,70,0
1303,1,ゲームオーバー,battle_130000,ef_004,255,255,255,255,70,0
1400,1,リンクした時のサムネイルの背景エフェクト,battle_140000,ef_001,255,255,255,255,70,0
1401,1,カットイン,battle_140000,ef_002,255,255,255,255,70,0
1402,1,サムネイルの上に表示,battle_140000,ef_003,255,255,255,255,70,0
1403,1,リンクの線,battle_140000,ef_004,255,255,255,255,70,0
1404,1,サムネイル移動の矢印,battle_140000,ef_005,255,255,255,255,70,0
1405,1,敵のサムネイルが光る,battle_140000,ef_006,255,255,255,255,70,0
1406,1,敵のサムネイルが光ってフッターにセットされる,battle_140000,ef_007,255,255,255,255,70,0
1407,1,次キャラの順番の矢印,battle_140000,ef_008,255,255,255,255,70,0
1408,1,ステータスUP サムネイル,battle_140000,ef_009,255,255,255,255,70,0
1409,1,ステータスDown  サムネイル,battle_140000,ef_010,255,255,255,255,70,0
1410,1,ステータス回復 サムネイル,battle_140000,ef_011,255,255,255,255,70,0
1411,1,リンクスキル発動,battle_140000,ef_012,255,255,255,255,70,0
1412,1,リンクスキルサムネイル,battle_140000,ef_013,255,255,255,255,70,0
1413,1,必殺技 発動,battle_140000,ef_014,255,255,255,255,70,0
1414,1,ドッカン 発動,battle_140000,ef_015,255,255,255,255,70,0
1500,1,必殺技共通,battle_150000,ef_001,255,255,255,255,70,0
1501,1,必殺技共通,battle_150000,ef_002,255,255,255,255,70,0
1502,1,必殺技共通,battle_150000,ef_003,255,255,255,255,70,0
1503,1,必殺技共通,battle_150000,ef_004,255,255,255,255,70,0
1504,1,必殺技共通,battle_150000,ef_005,255,255,255,255,70,0
1505,1,必殺技共通,battle_150000,ef_006,255,255,255,255,70,0
1506,1,必殺技共通,battle_150000,ef_007,255,255,255,255,70,0
1507,1,必殺技共通,battle_150000,ef_008,255,255,255,255,70,0
1508,1,必殺技共通,battle_150000,ef_009,255,255,255,255,70,0
1509,1,必殺技共通,battle_150000,ef_010,255,255,255,255,70,0
1510,1,必殺技共通,battle_150000,ef_011,255,255,255,255,70,0
1511,1,必殺技カード揺れエフェクトA,battle_153000,ef_008a,255,255,255,255,70,0
1512,1,必殺技カード揺れエフェクトB,battle_153000,ef_008b,255,255,255,255,70,0
1513,1,必殺技カード揺れエフェクトC,battle_153000,ef_008c,255,255,255,255,70,0
1550,1,必殺技用（地球破壊演出黄色,battle_150001,ef_001,255,255,255,255,70,0
1551,1,必殺技用（地球破壊演出青,battle_150001,ef_002,255,255,255,255,70,0
1552,1,必殺技用(地球からマグマ噴射,battle_150002,ef_001,255,255,255,255,70,0
1553,1,必殺技用(地球爆発,battle_150003,ef_001,255,255,255,255,70,0
1554,1,「全体攻撃」文字,battle_151000,ef_001,255,255,255,255,70,0
1555,1,「全体攻撃」文字,battle_151000,ef_002,255,255,255,255,70,0
1556,1,宇宙からの俯瞰視点で地球から光が放出,battle_150004,ef_001,255,255,255,255,70,0
1557,1,宇宙からの俯瞰視点で地球からエネルギー波が放出,battle_150004,ef_002,255,255,255,255,70,0
1558,1,宇宙からの引きの俯瞰視点で地球を光弾が貫く,battle_150004,ef_003,255,255,255,255,70,0
1559,1,無数の光弾が地球の周囲を飛び交う,battle_150004,ef_004,255,255,255,255,70,0
1560,1,宇宙からの俯瞰視点で地球から光が放出（青）,battle_150004,ef_005,255,255,255,255,70,0
1561,1,宇宙からの俯瞰視点で黄色い光弾が昇る,battle_150004,ef_006,255,255,255,255,70,0
1562,1,宇宙からの俯瞰視点で紫の太い光弾が昇る,battle_150004,ef_007,255,255,255,255,70,0
1563,1,必殺技用（エクスプロージョン）,battle_150005,ef_001,255,255,255,255,70,0
1564,1,必殺技用（エクスプロージョン）,battle_150005,ef_002,255,255,255,255,70,0
1565,1,必殺技用（大猿火の海）,battle_150006,ef_001,255,255,255,255,70,0
1566,1,宇宙からの俯瞰視点で地球から光が放出（紫）,battle_150004,ef_008,255,255,255,255,70,0
1567,1,必殺技用（エクスプロージョン）_リベンジデスボール,battle_150015,ef_001,255,255,255,255,70,0
1568,1,地球がエクスプロージョン（赤）,battle_150003,ef_002,255,255,255,255,70,0
1569,1,地球から波動砲,battle_150007,ef_001,255,255,255,255,70,0
1570,1,宇宙からの俯瞰視点で地球が光弾で大爆発する演出（青）,battle_150001,ef_003,255,255,255,255,70,0
1571,1,超必殺技スーパーゴーストカミカゼアタックで使用,battle_150005,ef_003,255,255,255,255,70,0
1572,1,超必殺技突撃ブウブウバレーボールで使用,battle_150005,ef_004,255,255,255,255,70,0
1573,1,宇宙からの俯瞰視点で青の太い光弾が昇る,battle_150007,ef_002,255,255,255,255,70,0
1574,1,宇宙からの俯瞰視点で複数の爆発演出（青）,battle_150001,ef_004,255,255,255,255,70,0
1575,1,必殺技用（回避）_回避テロップ,battle_152000,ef_001,255,255,255,255,70,0
1576,1,必殺技用（エクスプロージョン）,battle_150008,ef_001,255,255,255,255,70,0
1577,1,宇宙からの俯瞰視点で青のぶっ太い光弾が昇る,battle_150007,ef_003,255,255,255,255,70,0
1578,1,必殺技用（エクスプロージョン3）,battle_150016,ef_001,255,255,255,255,70,0
1579,1,必殺技用（エクスプロージョン4）,battle_150016,ef_002,255,255,255,255,70,0
1580,1,必殺技用（エクスプロージョン5）,battle_150016,ef_003,255,255,255,255,70,0
1581,1,地球から…,battle_150007,ef_004,255,255,255,255,70,0
1582,1,地球から…_反転バージョン,battle_150007,ef_005,255,255,255,255,70,0
1583,1,裁きの刃_エクスプロージョン,battle_150017,ef_001,255,255,255,255,70,0
1584,1,戦闘民族の誇り_エクスプロージョン,battle_150018,ef_001,255,255,255,255,70,0
1585,1,超サイヤ人4孫悟空_10倍かめはめ波Ver2_爆発,battle_150017,ef_002,255,255,255,255,70,0
1586,1,ダークリベリオントリガー_爆発,battle_150017,ef_003,255,255,255,255,70,0
1587,1,トリプかめはめ波_大爆発,battle_150019,ef_001,255,255,255,255,70,0
1588,1,バイオブロリー用,battle_150020,ef_001,255,255,255,255,70,0
1589,1,必殺技用（エクスプロージョン8）,battle_150021,ef_001,255,255,255,255,70,0
