id,ai_type,action_type,weight,hp_rate_begin,hp_rate_end,min_interval,max_number,atk_rate_1,atk_rate_2,max_num_per_turn,recover_hp_rate,next_ai_type,ai_param,ai_param2,attack_order
216,60,2,18,0.0,100.0,7,999,100,100,1,0,,,,-1
217,61,0,9,0.0,100.0,0,999,100,100,1,0,,,,-1
218,61,1,91,0.0,100.0,0,999,100,100,3,0,,,,-1
219,62,0,9,0.0,100.0,0,999,100,100,1,0,,,,-1
220,62,1,91,0.0,100.0,0,999,100,100,4,0,,,,-1
221,63,0,11,0.0,100.0,0,999,100,100,1,0,,,,-1
222,63,1,72,0.0,100.0,0,999,100,100,8,0,,,,-1
223,63,2,17,0.0,100.0,8,999,100,100,1,0,,,,-1
224,5000,4,100,0.0,100.0,0,999,100,100,1,40,5001.0,,,-1
225,5001,0,19,0.0,100.0,0,999,100,100,1,0,,,,-1
226,5001,1,62,0.0,100.0,0,999,100,100,6,0,,,,-1
227,5001,2,19,0.0,100.0,6,999,100,100,1,0,,,,-1
228,5002,4,100,0.0,100.0,0,999,100,100,1,60,5003.0,,,-1
229,5003,0,17,0.0,100.0,0,999,100,100,1,0,,,,-1
230,5003,1,64,0.0,100.0,0,999,100,100,7,0,,,,-1
231,5003,2,19,0.0,100.0,7,999,100,100,1,0,,,,-1
232,64,0,13,0.0,100.0,0,999,100,100,1,0,,,,-1
233,64,1,71,0.0,100.0,0,999,100,100,8,0,,,,-1
234,64,2,16,0.0,100.0,8,999,100,100,1,0,,,,-1
235,65,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1
236,65,1,77,0.0,100.0,0,999,100,100,10,0,,,,-1
237,65,2,13,0.0,100.0,10,999,100,100,1,0,,,,-1
238,66,1,3,0.0,100.0,0,999,100,100,3,0,,,,-1
239,66,2,1,0.0,100.0,4,999,100,100,1,0,,,,-1
240,66,4,96,0.0,100.0,0,999,100,100,2,20,,,,-1
241,50001,1,80,0.0,100.0,0,999,100,100,6,0,,,,-1
242,50001,2,20,0.0,100.0,2,999,100,100,2,0,,,,-1
243,50002,0,20,0.0,100.0,0,999,100,100,1,0,,,,-1
244,50002,1,20,0.0,100.0,0,999,100,100,6,0,,,,-1
245,50002,2,30,0.0,100.0,3,999,100,100,2,0,,406.0,4441.0,-1
246,50002,2,30,0.0,100.0,3,999,100,100,2,0,,275.0,4443.0,-1
247,50003,1,70,0.0,100.0,0,999,100,100,7,0,,,,-1
248,50003,2,30,0.0,100.0,2,999,100,100,2,0,,,,-1
249,50004,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1
250,50004,1,50,0.0,100.0,0,999,100,100,8,0,,,,-1
251,50004,2,20,0.0,100.0,8,999,100,100,2,0,,,,-1
252,50004,4,20,0.0,100.0,0,999,100,100,1,5,,,,-1
253,67,1,23,0.0,100.0,0,999,100,100,2,0,,,,-1
254,67,2,12,0.0,100.0,2,999,100,100,1,0,,,,-1
255,67,4,65,0.0,85.0,0,999,100,100,1,50,,,,-1
256,68,0,7,0.0,100.0,0,999,100,100,1,0,,,,-1
257,68,1,24,0.0,100.0,0,999,100,100,7,0,,,,-1
258,68,2,19,0.0,100.0,7,999,100,100,1,0,,,,-1
259,68,4,50,0.0,80.0,0,999,100,100,1,25,,,,-1
260,69,0,11,0.0,100.0,0,999,100,100,1,0,,,,-1
261,69,1,26,0.0,100.0,0,999,100,100,4,0,,,,-1
262,69,2,13,0.0,100.0,5,999,100,100,1,0,,,,-1
263,69,4,50,0.0,90.0,0,999,100,100,1,15,,,,-1
264,70,0,16,0.0,100.0,0,999,100,100,1,0,,,,-1
265,70,1,21,0.0,100.0,0,999,100,100,5,0,,,,-1
266,70,2,13,0.0,100.0,5,999,100,100,1,0,,,,-1
267,70,4,50,0.0,90.0,0,999,100,100,1,13,,,,-1
268,71,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1
269,71,1,23,0.0,100.0,0,999,100,100,7,0,,,,-1
270,71,2,13,0.0,100.0,7,999,100,100,1,0,,,,-1
271,71,4,50,0.0,85.0,0,999,100,100,1,12,,,,-1
272,72,0,19,0.0,100.0,0,999,100,100,1,0,,,,-1
273,72,1,27,0.0,100.0,0,999,100,100,5,0,,,,-1
274,72,2,14,0.0,100.0,5,999,100,100,1,0,,,,-1
275,72,3,40,0.0,100.0,0,999,100,45,1,0,,,,-1
276,73,0,13,0.0,100.0,0,999,100,100,1,0,,,,-1
277,73,1,60,0.0,100.0,0,999,100,100,7,0,,,,-1
278,73,2,27,0.0,100.0,3,999,100,100,2,0,,,,-1
279,6000,1,100,0.0,100.0,0,999,100,100,6,0,6001.0,,,-1
280,6001,1,100,0.0,100.0,0,999,100,100,6,0,6002.0,,,-1
281,6002,5,100,0.0,100.0,0,999,100,100,2,0,6003.0,1.0,3.0,-1
282,6003,1,100,0.0,100.0,0,999,100,100,6,0,6004.0,,,-1
283,6004,1,100,0.0,100.0,0,999,100,100,6,0,6005.0,,,-1
284,6005,2,100,0.0,100.0,0,999,100,100,1,0,6006.0,,,-1
285,6006,1,100,0.0,100.0,0,999,100,100,6,0,6007.0,,,-1
286,6007,1,100,0.0,100.0,0,999,100,100,6,0,6008.0,,,-1
287,6008,5,100,0.0,100.0,0,999,100,100,2,0,6009.0,1.0,2.0,-1
288,6009,0,100,0.0,100.0,0,999,100,100,1,0,6010.0,,,-1
289,6010,5,100,0.0,100.0,0,999,100,100,1,0,6011.0,1.0,1.0,-1
290,6011,1,100,0.0,100.0,0,999,100,100,6,0,6012.0,,,-1
291,6012,1,100,0.0,100.0,0,999,100,100,6,0,6013.0,,,-1
292,6013,1,100,0.0,100.0,0,999,100,100,6,0,6014.0,,,-1
293,6014,1,100,0.0,100.0,0,999,100,100,6,0,6015.0,,,-1
294,6015,1,100,0.0,100.0,0,999,100,100,6,0,6016.0,,,-1
295,6016,1,100,0.0,100.0,0,999,100,100,6,0,6017.0,,,-1
296,6017,2,100,0.0,100.0,0,999,100,100,1,0,6000.0,1720.0,5052.0,-1
297,7000,1,100,0.0,100.0,0,999,100,100,7,0,7001.0,,,-1
298,7001,5,100,0.0,100.0,0,999,100,100,2,0,7002.0,1.0,3.0,-1
299,7002,1,100,0.0,100.0,0,999,100,100,7,0,7003.0,,,-1
300,7003,1,100,0.0,100.0,0,999,100,100,7,0,7004.0,,,-1
301,7004,1,100,0.0,100.0,0,999,100,100,7,0,7005.0,,,-1
302,7005,1,100,0.0,100.0,0,999,100,100,7,0,7006.0,,,-1
303,7006,1,100,0.0,100.0,0,999,100,100,7,0,7007.0,,,-1
304,7007,1,100,0.0,100.0,0,999,100,100,7,0,7008.0,,,-1
305,7008,5,100,0.0,100.0,0,999,100,100,2,0,7009.0,1.0,2.0,-1
306,7009,1,100,0.0,100.0,0,999,100,100,7,0,7010.0,,,-1
307,7010,1,100,0.0,100.0,0,999,100,100,7,0,7011.0,,,-1
308,7011,1,100,0.0,100.0,0,999,100,100,7,0,7012.0,,,-1
309,7012,5,100,0.0,100.0,0,999,100,100,1,0,7013.0,1.0,1.0,-1
310,7013,1,100,0.0,100.0,0,999,100,100,7,0,7014.0,,,-1
311,7014,1,100,0.0,100.0,0,999,100,100,7,0,7015.0,,,-1
312,7015,1,100,0.0,100.0,0,999,100,100,7,0,7016.0,,,-1
313,7016,1,100,0.0,100.0,0,999,100,100,7,0,7017.0,,,-1
314,7017,2,100,0.0,100.0,0,999,100,100,1,0,7000.0,1753.0,5121.0,-1
315,74,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1
316,74,1,50,0.0,100.0,0,999,100,100,6,0,,,,-1
317,74,2,24,0.0,100.0,3,999,100,100,1,0,,1755.0,5126.0,-1
318,74,2,12,0.0,100.0,3,999,100,100,2,0,,1756.0,5127.0,-1
319,75,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1
320,75,1,27,0.0,100.0,0,999,100,100,7,0,,,,-1
321,75,2,24,0.0,100.0,5,999,100,100,2,0,,,,-1
323,75,4,35,0.0,90.0,0,999,100,100,1,11,,,,-1
324,76,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1
325,76,1,76,0.0,100.0,0,999,100,100,9,0,,,,-1
326,76,2,14,0.0,100.0,9,999,100,100,1,0,,,,-1
327,77,0,8,0.0,100.0,0,999,100,100,1,0,,,,-1
328,77,1,78,0.0,100.0,0,999,100,100,10,0,,,,-1
329,77,2,14,0.0,100.0,10,999,100,100,1,0,,,,-1
330,78,0,7,0.0,100.0,0,999,100,100,1,0,,,,-1
331,78,1,74,0.0,100.0,0,999,100,100,7,0,,,,-1
332,78,2,19,0.0,100.0,5,999,100,100,2,0,,,,-1
333,79,0,9,0.0,100.0,0,999,100,100,1,0,,,,-1
334,79,1,73,0.0,100.0,0,999,100,100,8,0,,,,-1
335,79,2,18,0.0,100.0,5,999,100,100,2,0,,,,-1
336,80,0,5,0.0,100.0,0,999,100,100,1,0,,,,-1
337,80,1,95,0.0,100.0,0,999,100,100,2,0,,,,-1
338,50005,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1
339,50005,1,60,0.0,100.0,0,999,100,100,5,0,,,,-1
340,50005,2,30,0.0,100.0,4,999,100,100,1,0,,,,-1
341,50006,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1
342,50006,1,50,0.0,100.0,0,999,100,100,8,0,,,,-1
343,50006,2,20,0.0,100.0,7,999,100,100,2,0,,,,-1
344,50006,4,20,0.0,100.0,0,999,100,100,1,20,,,,-1
345,81,0,18,0.0,100.0,0,999,100,100,1,0,,,,-1
346,81,1,16,0.0,100.0,0,999,100,100,6,0,,,,-1
347,81,2,16,0.0,100.0,6,999,100,100,1,0,,,,-1
348,81,4,50,0.0,85.0,0,999,100,100,1,15,,,,-1
349,82,0,16,0.0,100.0,0,999,100,100,1,0,,,,-1
350,82,1,17,0.0,100.0,0,999,100,100,7,0,,,,-1
351,82,2,17,0.0,100.0,7,999,100,100,1,0,,,,-1
352,82,4,50,0.0,85.0,0,999,100,100,1,13,,,,-1
353,50007,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1
354,50007,1,60,0.0,100.0,0,999,100,100,9,0,,,,-1
355,50007,2,30,0.0,100.0,3,999,100,100,1,0,,,,-1
356,50008,1,80,0.0,100.0,0,999,100,100,3,0,,,,-1
357,50008,2,20,0.0,100.0,2,999,100,100,1,0,,,,-1
358,50009,0,40,0.0,100.0,0,999,100,100,1,0,,,,-1
359,50009,1,40,0.0,100.0,0,999,100,100,3,0,,,,-1
360,50009,2,20,0.0,100.0,2,999,100,100,1,0,,,,-1
361,50010,0,10,0.0,100.0,0,999,100,100,1,0,,,,-1
362,50010,1,50,0.0,100.0,0,999,100,100,8,0,,,,-1
363,50010,2,20,0.0,100.0,7,999,100,100,2,0,,,,-1
364,50010,4,20,0.0,100.0,0,999,100,100,1,4,,,,-1
365,83,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1
366,83,1,19,0.0,100.0,0,999,100,100,7,0,,,,-1
367,83,2,17,0.0,100.0,7,999,100,100,1,0,,,,-1
368,83,4,50,0.0,85.0,0,999,100,100,1,14,,,,-1
369,84,0,15,0.0,100.0,0,999,100,100,1,0,,,,-1
370,84,1,19,0.0,100.0,0,999,100,100,8,0,,,,-1
371,84,2,16,0.0,100.0,8,999,100,100,1,0,,,,-1
372,84,4,50,0.0,85.0,0,999,100,100,1,13,,,,-1
373,85,1,21,0.0,100.0,0,999,100,100,1,0,,,,-1
374,85,2,19,0.0,100.0,2,999,100,100,1,0,,,,-1
375,85,4,60,0.0,90.0,0,999,100,100,1,40,,,,-1
376,86,0,14,0.0,100.0,0,999,100,100,1,0,,,,-1
377,86,1,26,0.0,100.0,0,999,100,100,5,0,,,,-1
378,86,2,15,0.0,100.0,5,999,100,100,1,0,,,,-1
379,86,4,45,0.0,85.0,6,999,100,100,1,5,,,,-1
380,87,0,16,0.0,100.0,0,999,100,100,1,0,,,,-1
381,87,1,44,0.0,100.0,0,999,100,100,6,0,,,,-1
382,87,2,15,0.0,100.0,6,999,100,100,1,0,,,,-1
383,87,4,25,0.0,50.0,7,999,100,100,1,5,,,,-1
384,88,0,11,0.0,100.0,0,999,100,100,1,0,,,,-1
385,88,1,22,0.0,100.0,0,999,100,100,7,0,,,,-1
386,88,2,17,0.0,100.0,7,999,100,100,1,0,,,,-1
387,88,4,40,0.0,80.0,8,999,100,100,1,4,,,,-1
