sugoroku_map_id,enemy_info
20021,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000800, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20022,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000800, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20030,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000770, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20031,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000770, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20032,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000770, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20040,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000070, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20041,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000070, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20042,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000070, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20050,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000070, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000660, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000660, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000660, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20051,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000070, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000660, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000660, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000660, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
20052,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000070, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000660, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000660, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000660, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30010,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001890, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30011,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001890, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30012,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001890, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30020,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000430, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30021,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000430, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30022,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000430, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30030,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001910, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30031,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001910, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30032,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001910, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30040,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000290, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30041,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000290, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30042,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000290, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30050,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001890, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000430, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001160, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30051,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001890, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000430, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001160, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30052,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001890, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000430, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001160, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30060,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001030, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001380, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30061,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001030, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001380, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30062,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001030, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001380, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30070,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1002230, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30071,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1002230, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30072,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1002230, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30080,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001380, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1001030, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30081,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001380, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1001030, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
30082,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001380, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1001030, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40010,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000720, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40011,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000720, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40012,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000720, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40020,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40021,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40022,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40030,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000710, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40031,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000710, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40032,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000710, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40040,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001290, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40041,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001290, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40042,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001290, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40050,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000710, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000720, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40051,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000710, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000720, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40052,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000710, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000720, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40060,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40061,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40062,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000790, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40070,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000360, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40071,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000360, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40072,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000360, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40080,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000360, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1001290, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40081,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000360, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1001290, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
40082,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000360, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1001290, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50010,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001150, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50011,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001150, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50012,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001150, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50020,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001150, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001160, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50021,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001150, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001160, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50022,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001150, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}, {""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1001160, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50030,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000300, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50031,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000300, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50032,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000300, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50040,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000710, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000720, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50041,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000710, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000720, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50042,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000710, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}, {""card_id"": 1000720, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50050,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000530, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50051,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000530, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50052,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000530, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50060,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000520, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50061,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000520, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
50062,"{""battles"": [{""rounds"": [{""comment"": null, ""enemies"": [{""card_id"": 1000520, ""enemy_skill_ids"": [], ""enemy_round_skill_set_id"": null}], ""round_no"": 1}]}], ""display_type"": ""normal""}"
