id,card_id,step,name,link_to,description,bgm_id
83,1004251,3,【帝王の執念】フリーザ(フルパワー),internal:OriginMapScene?episode=2001&battle=20010704,"Complete a certain Node 24 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",27.0
84,1004251,4,【帝王の執念】フリーザ(フルパワー),internal:OriginMapScene?episode=2001&battle=20010704,"Complete a certain Node 24 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",27.0
97,1017181,1,【極限の怒り】孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",
98,1017181,2,【極限の怒り】孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",79.0
99,1017181,3,【極限の怒り】孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",79.0
100,1017181,4,【極限の怒り】孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",79.0
101,4017191,1,【極限の怒り】超サイヤ人孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",
102,4017191,2,【極限の怒り】超サイヤ人孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",79.0
103,4017191,3,【極限の怒り】超サイヤ人孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",79.0
104,4017191,4,【極限の怒り】超サイヤ人孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",79.0
105,4017201,1,【極限の怒り】超サイヤ人孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",
106,4017201,2,【極限の怒り】超サイヤ人孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",79.0
107,4017201,3,【極限の怒り】超サイヤ人孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",79.0
108,4017201,4,【極限の怒り】超サイヤ人孫悟空,internal:OriginMapScene?episode=2001&battle=20010703,"Complete a certain Node 23 mission of 
""Planet Namek Saga"" in Dokkan Frontier to unlock.",79.0
109,1025071,1,【ドラゴンボールをめぐる冒険】孫悟空(少年期),internal:OriginMapScene?episode=99001&battle=990010131,"Complete a certain Node 2-1 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",
110,1025071,2,【ドラゴンボールをめぐる冒険】孫悟空(少年期),internal:OriginMapScene?episode=99001&battle=990010131,"Complete a certain Node 2-1 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",214.0
111,1025071,3,【ドラゴンボールをめぐる冒険】孫悟空(少年期),internal:OriginMapScene?episode=99001&battle=990010131,"Complete a certain Node 2-1 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",214.0
112,1025071,4,【ドラゴンボールをめぐる冒険】孫悟空(少年期),internal:OriginMapScene?episode=99001&battle=990010131,"Complete a certain Node 2-1 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",214.0
113,1018491,1,【奇跡を起こす超サイヤ人】超サイヤ人孫悟空,internal:OriginMapScene?episode=99001&battle=990010231,"Complete a certain Node 5-1 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",
114,1018491,2,【奇跡を起こす超サイヤ人】超サイヤ人孫悟空,internal:OriginMapScene?episode=99001&battle=990010231,"Complete a certain Node 5-1 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",102.0
115,1018491,3,【奇跡を起こす超サイヤ人】超サイヤ人孫悟空,internal:OriginMapScene?episode=99001&battle=990010231,"Complete a certain Node 5-1 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",102.0
116,1018491,4,【奇跡を起こす超サイヤ人】超サイヤ人孫悟空,internal:OriginMapScene?episode=99001&battle=990010231,"Complete a certain Node 5-1 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",102.0
117,1025561,1,【覚醒するスーパーヒーロー】アルティメット孫悟飯,internal:OriginMapScene?episode=99001&battle=990010301,"Complete a certain Node 8 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",
118,1025561,2,【覚醒するスーパーヒーロー】アルティメット孫悟飯,internal:OriginMapScene?episode=99001&battle=990010301,"Complete a certain Node 8 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",227.0
119,1025561,3,【覚醒するスーパーヒーロー】アルティメット孫悟飯,internal:OriginMapScene?episode=99001&battle=990010301,"Complete a certain Node 8 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",227.0
120,1025561,4,【覚醒するスーパーヒーロー】アルティメット孫悟飯,internal:OriginMapScene?episode=99001&battle=990010301,"Complete a certain Node 8 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",227.0
121,1025591,1,【爆発する潜在能力】ピッコロ(潜在能力解放),internal:OriginMapScene?episode=99001&battle=990010301,"Complete a certain Node 8 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",
122,1025591,2,【爆発する潜在能力】ピッコロ(潜在能力解放),internal:OriginMapScene?episode=99001&battle=990010301,"Complete a certain Node 8 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",229.0
123,1025591,3,【爆発する潜在能力】ピッコロ(潜在能力解放),internal:OriginMapScene?episode=99001&battle=990010302,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",229.0
124,1025591,4,【爆発する潜在能力】ピッコロ(潜在能力解放),internal:OriginMapScene?episode=99001&battle=990010302,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",229.0
125,4025591,1,【爆発する潜在能力】ピッコロ(潜在能力解放),internal:OriginMapScene?episode=99001&battle=990010301,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",
126,4025591,2,【爆発する潜在能力】ピッコロ(潜在能力解放),internal:OriginMapScene?episode=99001&battle=990010301,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",229.0
127,4025591,3,【爆発する潜在能力】ピッコロ(潜在能力解放),internal:OriginMapScene?episode=99001&battle=990010302,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",229.0
128,4025591,4,【爆発する潜在能力】ピッコロ(潜在能力解放),internal:OriginMapScene?episode=99001&battle=990010302,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",229.0
129,1028961,1,【破壊と災厄をもたらす究極兵器】セルマックス,internal:OriginMapScene?episode=99001&battle=990010302,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",
130,1028961,2,【破壊と災厄をもたらす究極兵器】セルマックス,internal:OriginMapScene?episode=99001&battle=990010302,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",365.0
131,1028961,3,【破壊と災厄をもたらす究極兵器】セルマックス,internal:OriginMapScene?episode=99001&battle=990010302,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",365.0
132,1028961,4,【破壊と災厄をもたらす究極兵器】セルマックス,internal:OriginMapScene?episode=99001&battle=990010302,"Complete a certain Node 9 mission of 
""Red Ribbon Army Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",365.0
133,1032311,1,【サードアイがもたらす脅威】サードアイゴマー,internal:OriginMapScene?episode=99002&battle=990020203,"Complete a certain Node 6 mission of 
""Demonic Power Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",
134,1032311,2,【サードアイがもたらす脅威】サードアイゴマー,internal:OriginMapScene?episode=99002&battle=990020203,"Complete a certain Node 6 mission of 
""Demonic Power Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",483.0
135,1032311,3,【サードアイがもたらす脅威】サードアイゴマー,internal:OriginMapScene?episode=99002&battle=990020203,"Complete a certain Node 6 mission of 
""Demonic Power Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",483.0
136,1032311,4,【サードアイがもたらす脅威】サードアイゴマー,internal:OriginMapScene?episode=99002&battle=990020203,"Complete a certain Node 6 mission of 
""Demonic Power Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",483.0
137,4032311,1,【サードアイがもたらす脅威】ジャイアントゴマー,internal:OriginMapScene?episode=99002&battle=990020203,"Complete a certain Node 6 mission of 
""Demonic Power Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",
138,4032311,2,【サードアイがもたらす脅威】ジャイアントゴマー,internal:OriginMapScene?episode=99002&battle=990020203,"Complete a certain Node 6 mission of 
""Demonic Power Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",483.0
139,4032311,3,【サードアイがもたらす脅威】ジャイアントゴマー,internal:OriginMapScene?episode=99002&battle=990020203,"Complete a certain Node 6 mission of 
""Demonic Power Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",483.0
140,4032311,4,【サードアイがもたらす脅威】ジャイアントゴマー,internal:OriginMapScene?episode=99002&battle=990020203,"Complete a certain Node 6 mission of 
""Demonic Power Edition"" under ""EXTRA"" 
in Dokkan Frontier to unlock.",483.0
