id,area_id,name,prev_quest_id,any_clear_bonus_stones,all_clear_bonus_stones,visit_count_max,interval_reset_visited_days,can_ignore_difficulty_order,limitation_announcement_id,boostable,start_at,enable_sugoroku_auto,enable_battle_auto,enemy_info_display_type
16005,16,Ginyu's Trespass!,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
16006,16,Reunion with Goku?,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
16007,16,Showdown! New Ginyu Force?!,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
16008,16,Ending of the Body Exchange,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
17001,17,Frieza's Army Attacks!,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
17002,17,Breaking the Siege,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
17003,17,Zarbon's Transformation,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
17004,17,The Elite Force's True Power,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
17005,17,Imperial Power,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
17006,17,Deepening Destiny,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
17007,17,Frieza's Transformation,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
17008,17,Frieza's Second Transformation,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
18001,18,Cooler's Armored Squad,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
18002,18,Commander's Will,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
18003,18,Sovereign of the Warrior Race,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
18004,18,Frieza's Final Transformation,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
18005,18,A Surprising End,,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
18006,18,"Master of the Demon Realm, Part 1",,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
18007,18,"Master of the Demon Realm, Part 2",,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
18008,18,"Master of the Demon Realm, Part 3",,1.0,,,,1,,1,2016-08-17 06:30:00,1,1,0
19001,19,The Forgotten Champion,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
19002,19,The Recruited Warrior,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
19003,19,An Unseen Enemy Part 1,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
19004,19,An Unseen Enemy Part 2,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
19005,19,An Unseen Enemy Part 3,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
19006,19,An Unseen Enemy Part 4,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
19007,19,An Unseen Enemy Part 5,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
19008,19,The Mysterious Duo,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
20001,20,Nothing Ventured...,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
20002,20,Subjugated by Ambition,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
20003,20,The First Assassin,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
20004,20,The Second Assassin,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
20005,20,Lord of the Demon Realm,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
20006,20,Countdown,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
20007,20,Resurrection,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
20008,20,The Angry Majin,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
21001,21,After Awakening,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
21002,21,A Mysterious Saiyan,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
21003,21,Probe,,1.0,,,,1,,1,2016-12-01 06:30:00,1,1,0
22001,22,The Nightmare Begins,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
22002,22,Turles Returns!,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
22003,22,Destroyer of the Universe - 1,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
22004,22,Destroyer of the Universe - 2,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
22005,22,Destroyer of the Universe - 3,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
22006,22,Destroyer of the Universe - 4,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
22007,22,Indomitable Human Spirit,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
22008,22,Accelerating Danger,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
23001,23,A Cruel Twist of Fate,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
23002,23,Decisions,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
23003,23,Cell and Vegeta,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
23004,23,Contact,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
23005,23,Evolution,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
23006,23,Have the Tables Turned?!,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
23007,23,Cell's Predicament,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
23008,23,Fighting Runs in the Family,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
24001,24,A Bad Feeling About This,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
24002,24,One Big Chance,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
24003,24,Promises,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
24004,24,Tenacious Scientist,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
24005,24,Mysterious #17,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
24006,24,#17 x 2,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
24007,24,The Ultimate Android,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
24008,24,Androids #17 and #18,,1.0,,,,1,,1,2017-09-22 06:30:00,1,1,0
25001,25,Alien Warrior Encounter 6,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
25002,25,Alien Warrior Encounter 7,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
25003,25,Abo-Kado Fusion!,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
25004,25,Fierce Battle against Abo and Kado,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
25005,25,The Brother of Frieza,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
25006,25,A New Sworn Enemy,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
25007,25,A New Sworn Enemy...?!,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
25008,25,A Bizarre Reunion,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
26001,26,A Heart Lost,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
26002,26,A Staff Officer's Battle,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
26003,26,Bio-Soldier,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
26004,26,A Loyal Android,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
26005,26,Dr. Gero's Smirk,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
26006,26,Demonic Scientist,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
26007,26,An Ace in the Hole,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
26008,26,Reclaiming Identity,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
27001,27,Resumption,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
27002,27,Training with Piccolo,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
27003,27,Training and Experience,,1.0,,,,1,,1,2017-12-01 06:30:00,1,1,0
28001,28,Striving Champion,,1.0,,,,1,,1,2022-10-20 00:00:00,1,1,0
28002,28,Red Ribbon's Return 4,,1.0,,,,1,,1,2022-10-20 00:00:00,1,1,0
28003,28,The Mission,,1.0,,,,1,,1,2022-10-20 00:00:00,1,1,0
28004,28,Balance of the World,,1.0,,,,1,,1,2022-11-03 06:30:00,1,1,0
28005,28,Elimination of the Saiyans,,1.0,,,,1,,1,2022-11-03 06:30:00,1,1,0
28006,28,"Armored Squad, Assemble!",,1.0,,,,1,,1,2022-11-17 06:30:00,1,1,0
28007,28,Piccolo's Strength,,1.0,,,,1,,1,2022-11-17 06:30:00,1,1,0
28008,28,Rivalry,,2.0,,,,1,,1,2022-11-17 06:30:00,1,1,0
29001,29,Clash with Doure,,1.0,,,,1,,1,2023-01-13 06:30:00,1,1,0
29002,29,Clash with Doure 2,,1.0,,,,1,,1,2023-01-13 06:30:00,1,1,0
29003,29,Pride of Cooler's Armored Squad,,1.0,,,,1,,1,2023-01-13 06:30:00,1,1,0
29004,29,Pride of Cooler's Armored Squad 2,,1.0,,,,1,,1,2023-01-13 06:30:00,1,1,0
29005,29,Captain Ginyu's Scorn,,1.0,,,,1,,1,2023-02-07 06:30:00,1,1,0
29006,29,Enter Bardock,,1.0,,,,1,,1,2023-02-07 06:30:00,1,1,0
29007,29,Mysterious Boy,,1.0,,,,1,,1,2023-02-07 06:30:00,1,1,0
29008,29,Allies,,2.0,,,,1,,1,2023-02-07 06:30:00,1,1,0
30001,30,To the North...,,1.0,,,,1,,1,2023-03-31 12:30:00,1,1,0
30002,30,Reunion with Sworn Enemies?!,,1.0,,,,1,,1,2023-03-31 12:30:00,1,1,0
30003,30,Abo and Kado's Resistance,,1.0,,,,1,,1,2023-03-31 12:30:00,1,1,0
30004,30,Fates of Saiyans,,1.0,,,,1,,1,2023-03-31 12:30:00,1,1,0
30005,30,Fates of Saiyans 2,,1.0,,,,1,,1,2023-04-11 06:30:00,1,1,0
30006,30,Fates of Saiyans 3,,1.0,,,,1,,1,2023-04-11 06:30:00,1,1,0
30007,30,Fates of Saiyans 4,,1.0,,,,1,,1,2023-04-11 06:30:00,1,1,0
30008,30,Broly's True Power,,2.0,,,,1,,1,2023-04-11 06:30:00,1,1,0
31001,31,Training at Kame House 1,,1.0,,,,1,,1,2023-10-12 03:00:00,1,1,0
31002,31,Training at Kame House 2,,1.0,,,,1,,1,2023-10-12 03:00:00,1,1,0
31003,31,Training at Kame House 3,,1.0,,,,1,,1,2023-10-12 03:00:00,1,1,0
31004,31,Training at Kame House 4,,1.0,,,,1,,1,2023-10-12 03:00:00,1,1,0
31005,31,Training at Kame House 5,,1.0,,,,1,,1,2023-11-15 06:30:00,1,1,0
31006,31,Training at Kame House 6,,1.0,,,,1,,1,2023-11-15 06:30:00,1,1,0
31007,31,Piccolo and Master Roshi,,1.0,,,,1,,1,2023-11-15 06:30:00,1,1,0
31008,31,Raditz's Request,,2.0,,,,1,,1,2023-11-15 06:30:00,1,1,0
32001,32,Saiyan-Targeting Enemy,,1.0,,,,1,,1,2024-01-09 01:00:00,1,1,0
32002,32,Tuffle Hatred,,1.0,,,,1,,1,2024-01-09 01:00:00,1,1,0
32003,32,Nemesis Resurrected?!,,1.0,,,,1,,1,2024-01-09 01:00:00,1,1,0
32004,32,Ghost Warriors,,1.0,,,,1,,1,2024-01-09 01:00:00,1,1,0
32005,32,Lychee's Revenge,,1.0,,,,1,,1,2024-02-06 06:30:00,1,1,0
32006,32,Hatchiyack,,1.0,,,,1,,1,2024-02-06 06:30:00,1,1,0
32007,32,Rampage vs. Rampage,,1.0,,,,1,,1,2024-02-06 06:30:00,1,1,0
32008,32,United Strength,,2.0,,,,1,,1,2024-02-06 06:30:00,1,1,0
33001,33,Cooler Returns...,,1.0,,,,1,,1,2024-03-06 01:00:00,1,1,0
33002,33,State of Confusion,,1.0,,,,1,,1,2024-03-15 06:30:00,1,1,0
33003,33,"The Title of ""The Strongest in the Universe""",,2.0,,,,1,,1,2024-03-31 08:00:00,1,1,0
34001,34,Wasteland Showdown Part 1,,1.0,,,,1,,1,2024-05-30 06:30:00,1,1,0
34002,34,Wasteland Showdown Part 2,,1.0,,,,1,,1,2024-05-30 06:30:00,1,1,0
34003,34,Wasteland Showdown Part 3,,1.0,,,,1,,1,2024-05-30 06:30:00,1,1,0
34004,34,Wasteland Showdown Part 4,,1.0,,,,1,,1,2024-05-30 06:30:00,1,1,0
34005,34,Wasteland Showdown Part 5,,1.0,,,,1,,1,2024-06-19 03:00:00,1,1,0
34006,34,Wasteland Showdown Part 6,,1.0,,,,1,,1,2024-06-19 03:00:00,1,1,0
34007,34,Wasteland Showdown Part 7,,1.0,,,,1,,1,2024-06-19 03:00:00,1,1,0
34008,34,Wasteland Showdown Part 8,,2.0,,,,1,,1,2024-06-19 03:00:00,1,1,0
35001,35,Guldo vs. Chiaotzu,,1.0,,,,1,,1,2024-08-12 06:30:00,1,1,0
35002,35,Recoome vs. Yamcha,,1.0,,,,1,,1,2024-08-12 06:30:00,1,1,0
35003,35,Jeice & Burter vs. Tien,,1.0,,,,1,,1,2024-08-12 06:30:00,1,1,0
35004,35,Captain Ginyu vs. Piccolo,,1.0,,,,1,,1,2024-08-12 06:30:00,1,1,0
35005,35,The Ginyu Force's Predicament,,1.0,,,,1,,1,2024-08-20 06:30:00,1,1,0
35006,35,The Ginyu Force's Desperate Last Stand,,1.0,,,,1,,1,2024-08-20 06:30:00,1,1,0
35007,35,Saiyans Without a Choice,,1.0,,,,1,,1,2024-08-20 06:30:00,1,1,0
35008,35,Pride and Resolve,,2.0,,,,1,,1,2024-08-20 06:30:00,1,1,0
36001,36,Bardock Joins the Fray!,,1.0,,,,1,,1,2024-09-09 05:00:00,1,1,0
36002,36,Revenge in Another World,,1.0,,,,1,,1,2024-09-09 05:00:00,1,1,0
36003,36,Final Resistance of Frieza's Army,,1.0,,,,1,,1,2024-09-09 05:00:00,1,1,0
36004,36,Terrors Beyond Hell,,1.0,,,,1,,1,2024-09-09 05:00:00,1,1,0
36005,36,Furious Bardock,,1.0,,,,1,,1,2024-10-11 00:30:00,1,1,0
36006,36,Frieza vs. Bardock,,1.0,,,,1,,1,2024-10-11 00:30:00,1,1,0
36007,36,Frieza's Full Power,,1.0,,,,1,,1,2024-10-11 00:30:00,1,1,0
36008,36,Change of Fate,,2.0,,,,1,,1,2024-10-11 00:30:00,1,1,0
37001,37,The Showdown Continues,,1.0,,,,1,,1,2024-10-21 02:00:00,1,1,0
37002,37,The Armored Squad's Mission 1,,1.0,,,,1,,1,2024-10-21 02:00:00,1,1,0
37003,37,The Armored Squad's Mission 2,,1.0,,,,1,,1,2024-10-21 02:00:00,1,1,0
37004,37,The Armored Squad's Mission 3,,1.0,,,,1,,1,2024-10-21 02:00:00,1,1,0
37005,37,The Armored Squad's Mission 4,,1.0,,,,1,,1,2024-11-05 02:00:00,1,1,0
37006,37,The Armored Squad's Mission 5,,1.0,,,,1,,1,2024-11-05 02:00:00,1,1,0
37007,37,Cold and Cooler,,1.0,,,,1,,1,2024-11-05 02:00:00,1,1,0
37008,37,Pride of the Clan,,2.0,,,,1,,1,2024-11-05 02:00:00,1,1,0
38001,38,Goten's Rage,,1.0,,,,1,,1,2024-11-20 01:00:00,1,1,0
38002,38,Roused Fighters,,1.0,,,,1,,1,2024-11-20 01:00:00,1,1,0
38003,38,Cooler vs. Bardock,,1.0,,,,1,,1,2024-11-20 01:00:00,1,1,0
38004,38,Three Super Saiyans,,1.0,,,,1,,1,2024-11-20 01:00:00,1,1,0
38005,38,Cooler's True Power,,1.0,,,,1,,1,2025-03-21 02:00:00,1,1,0
38006,38,Battle for the Strongest,,1.0,,,,1,,1,2025-03-21 02:00:00,1,1,0
38007,38,Power to Protect,,1.0,,,,1,,1,2025-03-21 02:00:00,1,1,0
38008,38,Allies Forged through Dimensional Distortion,,2.0,,,,1,,1,2025-03-21 02:00:00,1,1,0
101001,101,[AGL] Awakening Medal,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
102001,102,[TEQ] Awakening Medal,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
103001,103,[INT] Awakening Medal,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
104001,104,[STR] Awakening Medal,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
105001,105,[PHY] Awakening Medal,,,1.0,,,0,,0,2015-09-27 08:30:00,1,1,0
