id,type,name,image_path,dragonball_session_id,priority
31,MissionCategory::PorungaMissionCategory,[en]七夕ポルンガ_2周目,,1063.0,1
32,MissionCategory::PorungaMissionCategory,[en]七夕ポルンガ_3周目,,1064.0,1
33,MissionCategory::PorungaMissionCategory,10周年超極大DOKKAN謝祭_ポルンガドラゴンボールキャンペーン,,1065.0,1
97,MissionCategory::PorungaMissionCategory,Porunga Missions Week 1,,1001.0,1
98,MissionCategory::PorungaMissionCategory,Porunga Missions Week 2,,1002.0,1
99,MissionCategory::PorungaMissionCategory,Porunga Missions Week 3,,1003.0,1
111,MissionCategory::ExtraMissionCategory,Battle for Awakening Medals,images/en/mission/mission_banner_event_111.png,,111
112,MissionCategory::ExtraMissionCategory,【特別編】ギニュー特戦隊のスペシャルトレーニング,images/en/mission/mission_banner_event_158.png,,60112
113,MissionCategory::ExtraMissionCategory,【特別編】歴戦の猛者！バーダックチーム,images/en/mission/mission_banner_event_198.png,,60113
120,MissionCategory::ExtraMissionCategory,Training at Korin Tower,images/en/mission/mission_banner_event_120.png,,120
135,MissionCategory::ExtraMissionCategory,Pan's Secret Adventure,images/en/mission/mission_banner_event_135.png,,135
139,MissionCategory::ExtraMissionCategory,Captain Yamcha's Grand Slam!,images/en/mission/mission_banner_event_139.png,,60139
150,MissionCategory::ExtraMissionCategory,Looking For Mr. Right!,images/en/mission/mission_banner_event_150.png,,60150
152,MissionCategory::ExtraMissionCategory,【特別編】TRICK or TREAT！魔人ブウのお菓子なイタズラ！,images/en/mission/mission_banner_event_152.png,,60152
160,MissionCategory::ExtraMissionCategory,【特別編】愛をお届け！魔女っ子戦士！,images/en/mission/mission_banner_event_160_2.png,,60160
161,MissionCategory::ExtraMissionCategory,【特別編】ぼくらにおまかせ！チビッコレンジャー！,images/en/mission/mission_banner_event_161.png,,60161
162,MissionCategory::ExtraMissionCategory,DRAGON BALL FighterZ: Super Warrior Arc,images/en/mission/mission_banner_event_162.png,,60162
171,MissionCategory::ExtraMissionCategory,【特別編】おばけDEドッキリ大作戦,images/en/mission/mission_banner_event_171.png,,60171
175,MissionCategory::ExtraMissionCategory,"Universe's Strongest?! Challenge the ""Great Pontas""!",images/en/mission/mission_banner_event_175.png,,50364
179,MissionCategory::ExtraMissionCategory,【特別編】対決！DOKKAN武闘伝,images/en/mission/mission_banner_event_179.png,,60179
181,MissionCategory::ExtraMissionCategory,Super Dragon Ball Heroes World Mission,images/en/mission/mission_banner_event_181.png,,60181
188,MissionCategory::ExtraMissionCategory,【特別編】仮装でバッチリ!?未来の占いSOS,images/en/mission/mission_banner_event_188.png,,60188
189,MissionCategory::ExtraMissionCategory,【特別編】スーパードラゴンボールヒーローズ 監獄惑星編,images/en/mission/mission_banner_event_189.png,,60189
201,MissionCategory::ExtraMissionCategory,【特別編】激走！ブルマのトラブルチェイス！,images/en/mission/mission_banner_event_201.png,,60201
202,MissionCategory::ExtraMissionCategory,【制限】目覚める力！新たな領域への試練,images/en/mission/mission_banner_event_202A.png,,202
203,MissionCategory::ExtraMissionCategory,【回数制限】スタミナ満タン！食いしんぼうサイヤ人,images/en/mission/mission_banner_event_203.png,,80058
211,MissionCategory::ExtraMissionCategory,【特別編】パンと悟飯と満月の怪物,images/en/mission/mission_banner_event_211.png,,60211
212,MissionCategory::ExtraMissionCategory,【特別編】スーパードラゴンボールヒーローズ 暗黒帝国編,images/en/mission/mission_banner_event_212.png,,60212
215,MissionCategory::ExtraMissionCategory,【特別編】大復活で大混乱！？死者の大行進,images/en/mission/mission_banner_event_215.png,,60215
217,MissionCategory::ExtraMissionCategory,【回数制限】驚異のパワーアップ！最長老の導き,images/en/mission/mission_banner_event_217.png,,80066
219,MissionCategory::ExtraMissionCategory,【回数制限】ブルマの危険なおるすばん　全世界龍石3億5000万個山分けキャンペーン,images/en/mission/mission_banner_event_219.png,,100005
221,MissionCategory::ExtraMissionCategory,【特別編】飛び出せ宇宙へ！ナメック星への旅路,images/en/mission/mission_banner_event_221.png,,80014
222,MissionCategory::ExtraMissionCategory,【回数制限】勇気100倍！界王のもとに集結する戦士たち,images/en/mission/mission_banner_event_222.png,,80015
223,MissionCategory::ExtraMissionCategory,よく学びよく遊べ！亀仙流の猛修業,images/en/mission/mission_banner_event_223.png,,80018
224,MissionCategory::ExtraMissionCategory,【特別編】一触即発！？ふたりの人造人間,images/en/mission/mission_banner_event_224.png,,60224
233,MissionCategory::ExtraMissionCategory,【回数制限】高まる気迫！ライバル競演,images/en/mission/mission_banner_event_233.png,,80051
234,MissionCategory::ExtraMissionCategory,【特別編】踊ってアタック！パラパラブラザーズ,images/en/mission/mission_banner_event_234.png,,80055
235,MissionCategory::ExtraMissionCategory,【特別編】究極への軌跡〜悟飯とピッコロ〜,images/en/mission/mission_banner_event_235.png,,80060
236,MissionCategory::ExtraMissionCategory,【回数制限】衝突する知恵と力,images/en/mission/mission_banner_event_236.png,,80070
237,MissionCategory::ExtraMissionCategory,悟飯奮戦！希望の仙豆を守りぬけ,images/en/mission/mission_banner_event_237.png,,100100
238,MissionCategory::ExtraMissionCategory,【回数制限】死力を尽くせ！迫り来る大軍団,images/en/mission/mission_banner_event_238.png,,80060
239,MissionCategory::ExtraMissionCategory,【特別編】ダーブラの天国奮闘記,images/en/mission/mission_banner_event_239.png,,80073
241,MissionCategory::ExtraMissionCategory,【回数制限】生きのびろ！猛烈サバイバル,images/en/mission/mission_banner_event_241.png,,80072
242,MissionCategory::ExtraMissionCategory,【特別編】スーパードラゴンボールヒーローズ 宇宙争乱編,images/en/mission/mission_banner_event_242.png,,80074
243,MissionCategory::ExtraMissionCategory,【回数制限】目覚めよ！期待のスーパールーキー,images/en/mission/mission_banner_event_243.png,,80080
244,MissionCategory::ExtraMissionCategory,[en]【特別編】ドラゴンボールオープニングメドレー,images/en/mission/mission_banner_event_244.png,,80099
247,MissionCategory::ExtraMissionCategory,[en]【特別編】悟空と学べ！攻めと守りの猛特訓,images/en/mission/mission_banner_event_247.png,,80085
248,MissionCategory::ExtraMissionCategory,[en]【回数制限】ピラフの執念！？いでよ究極の神龍！,images/en/mission/mission_banner_event_248.png,,80095
249,MissionCategory::ExtraMissionCategory,[en]【回数制限】習得せよ！夢の必殺技！,images/en/mission/mission_banner_event_249.png,,80096
251,MissionCategory::ExtraMissionCategory,【特別編】束の間の休息〜戦士たちのリフレッシュ〜,images/en/mission/mission_banner_event_251.png,,80098
252,MissionCategory::ExtraMissionCategory,【回数制限】さらなる力を求めて！神レベルの猛特訓(リニューアル),images/en/mission/mission_banner_event_252.png,,80017
253,MissionCategory::ExtraMissionCategory,[en]【ボーナス】天才ブルマの戦闘準備,images/en/mission/mission_banner_event_253.png,,119
254,MissionCategory::ExtraMissionCategory,【回数制限】もっと強く!! 孫親子の超修業(回数イベリニューアル),images/en/mission/mission_banner_event_254.png,,80106
255,MissionCategory::ExtraMissionCategory,レッツゴー！ステキな恋人さがし,images/en/mission/mission_banner_event_255.png,,80105
256,MissionCategory::ExtraMissionCategory,[en]【回数制限】善と悪の行く末,images/en/mission/mission_banner_event_256.png,,80123
257,MissionCategory::ExtraMissionCategory,[en]【回数制限】希望の光を求めて,images/en/mission/mission_banner_event_257.png,,80114
258,MissionCategory::ExtraMissionCategory,[en]【特別編】ドン・キアーの用心棒採用試験！,images/en/mission/mission_banner_event_258.png,,80113
259,MissionCategory::ExtraMissionCategory,[en]【回数制限】制止不能！歩く超破壊兵器,images/en/mission/mission_banner_event_259.png,,80112
263,MissionCategory::ExtraMissionCategory,[en]【回数制限】悲劇を断て！未来戦士の超修業,images/en/mission/mission_banner_event_263.png,,80118
264,MissionCategory::ExtraMissionCategory,[en]【特別編】華麗に欺け！？カメハウス攻防戦,images/en/mission/mission_banner_event_264.png,,80126
265,MissionCategory::ExtraMissionCategory,[en]【回数制限】紡がれた希望,images/en/mission/mission_banner_event_265.png,,80124
266,MissionCategory::ExtraMissionCategory,[en]【特別編】スーパードラゴンボールヒーローズ 宇宙創成編,images/en/mission/mission_banner_event_266_1.png,,80128
267,MissionCategory::ExtraMissionCategory,[en]【回数制限】完成させろ！希望の必殺技,images/en/mission/mission_banner_event_267.png,,80127
268,MissionCategory::ExtraMissionCategory,[en]【特別編】カリスマからの要請,images/en/mission/mission_banner_event_268.png,,80132
269,MissionCategory::ExtraMissionCategory,[en]【特別編】がんばれ！明日のスーパーヒーロー！,images/en/mission/mission_banner_event_269.png,,80167
270,MissionCategory::ExtraMissionCategory,[en]【回数制限】スーパーヒーローの新たなる決意,images/en/mission/mission_banner_event_270.png,,80171
271,MissionCategory::ExtraMissionCategory,[en]【回数制限】過酷な生存競争！小惑星バンパ,images/en/mission/mission_banner_event_271.png,,80169
272,MissionCategory::ExtraMissionCategory,[en]272_【回数制限】激アツ！サイヤ人バトル,images/en/mission/mission_banner_event_272.png,,80170
273,MissionCategory::ExtraMissionCategory,[en]【特別編】救世主ミスター・サタン栄光の記録,images/en/mission/mission_banner_event_273.png,,80022
274,MissionCategory::ExtraMissionCategory,[en]【回数制限】さらなる力を求めて！神レベルの猛特訓(リニューアル),images/en/mission/mission_banner_event_274.png,,125
275,MissionCategory::ExtraMissionCategory,[en]275_【ビギナーイベント】歴戦の猛者！バーダックチーム(リニューアル),images/en/mission/mission_banner_event_275.png,,80172
276,MissionCategory::ExtraMissionCategory,[en]276_【ビギナーイベント】ギニュー特戦隊のスペシャルトレーニング(リニューアル),images/en/mission/mission_banner_event_276.png,,80173
277,MissionCategory::ExtraMissionCategory,[en]277_【特別編】パワー暴走！破壊の本能,images/en/mission/mission_banner_event_277.png,,80218
278,MissionCategory::ExtraMissionCategory,[en]【回数制限】疑惑の星！？ シャモ星人を救出せよ！第一弾,images/en/mission/mission_banner_event_278.png,,80208
279,MissionCategory::ExtraMissionCategory,[en]【回数制限】制御不能!?謎を秘めたサイヤ人,images/en/mission/mission_banner_event_279.png,,80207
281,MissionCategory::ExtraMissionCategory,[en]【特別編】危険な3人！？ナタデ村珍道中！,images/en/mission/mission_banner_event_281.png,,80216
282,MissionCategory::ExtraMissionCategory,[en]【回数制限】波乱の予感!?超戦士との邂逅,images/en/mission/mission_banner_event_282.png,,80215
284,MissionCategory::ExtraMissionCategory,[en]【特別編】仰天！再会！ドラゴンの親子,images/en/mission/mission_banner_event_284.png,,80217
285,MissionCategory::ExtraMissionCategory,285_【特別編】トリック無用！瓦割りチャレンジ(リニューアル),images/en/mission/mission_banner_event_285.png,,80285
286,MissionCategory::ExtraMissionCategory,286_【回数限定】夜の魔界で腕試し,images/en/mission/mission_banner_event_286.png,,80286
287,MissionCategory::ExtraMissionCategory,【特別編】雲の上のすんげぇ稽古（リニューアル）,images/en/mission/mission_banner_event_287.png,,86704
288,MissionCategory::ExtraMissionCategory,【回数制限】高まる気迫！ライバル競演(リニューアル),images/en/mission/mission_banner_event_288.png,,81710
289,MissionCategory::ExtraMissionCategory,【回数制限】習得せよ！夢の必殺技！,images/en/mission/mission_banner_event_249.png,,86709
294,MissionCategory::ExtraMissionCategory,【特別編】謎を解け！侵食された世界,images/en/mission/mission_banner_event_294.png,,0
295,MissionCategory::ExtraMissionCategory,【特別編】謎を解け！侵食された世界 TRUE END,images/en/mission/mission_banner_event_295.png,,0
296,MissionCategory::ExtraMissionCategory,【特別編】超常なる怒りの化身,images/en/mission/mission_banner_event_296.png,,86828
297,MissionCategory::ExtraMissionCategory,297_【特別編】灼熱の真剣勝負,images/en/mission/mission_banner_event_297.png,,60297
299,MissionCategory::ExtraMissionCategory,【特別編】雲の上のすんげぇ稽古（リニューアル）,images/en/mission/mission_banner_event_299.png,,60299
315,MissionCategory::ExtraMissionCategory,【物語】地球まるごと超決戦,images/en/mission/mission_banner_event_315.png,,50205
322,MissionCategory::ExtraMissionCategory,【物語】ドラゴンボールGT ~究極のDB編~,images/en/mission/mission_banner_event_322.png,,50340
323,MissionCategory::ExtraMissionCategory,【物語】襲い来る脅威!戦闘民族サイヤ人,images/en/mission/mission_banner_event_323.png,,50260
324,MissionCategory::ExtraMissionCategory,【物語】ドラゴンボールGT ~復讐鬼ベビー編~,images/en/mission/mission_banner_event_324.png,,50344
325,MissionCategory::ExtraMissionCategory,ドラゴンボール超 ~破壊神シャンパ編~,images/en/mission/mission_banner_event_325.png,,50360
327,MissionCategory::ExtraMissionCategory,キーン！ペンギン村の大冒険,images/en/mission/mission_banner_event_327.png,,60327
328,MissionCategory::ExtraMissionCategory,【物語】ドラゴンボール超 ~“未来”トランクス編~,images/en/mission/mission_banner_event_328.png,,50368
329,MissionCategory::ExtraMissionCategory,【制限】奇奇怪怪　ウサギ団あらわる！,images/en/mission/mission_banner_event_329.png,,60110
332,MissionCategory::ExtraMissionCategory,【物語】悟空外伝! 勇気の証しは四星球,images/en/mission/mission_banner_event_332.png,,50358
333,MissionCategory::ExtraMissionCategory,【物語】超戦士撃破!!勝つのはオレだ,images/en/mission/mission_banner_event_333.png,,50213
334,MissionCategory::ExtraMissionCategory,オッス! 帰ってきた孫悟空と仲間たち!!,images/en/mission/mission_banner_event_334.png,,50224
335,MissionCategory::ExtraMissionCategory,ドラゴンボール超 宇宙サバイバル編,images/en/mission/mission_banner_event_335.png,,50380
336,MissionCategory::ExtraMissionCategory,下級戦士ラディッツの意地,images/en/mission/mission_banner_event_336.png,,50222
338,MissionCategory::ExtraMissionCategory,【物語】龍拳爆発!!悟空がやらねば誰がやる,images/en/mission/mission_banner_event_338.png,,50215
339,MissionCategory::ExtraMissionCategory,【物語】大激闘!!ナメック星,images/en/mission/mission_banner_event_339.png,,50280
340,MissionCategory::ExtraMissionCategory,【物語】大熱戦！あの世のスゲエ奴(日本語版),images/en/mission/mission_banner_event_340.png,,50308
341,MissionCategory::ExtraMissionCategory,ドラゴンボール超宇宙サバイバル編~力の大会開幕~,images/en/mission/mission_banner_event_341.png,,50382
343,MissionCategory::ExtraMissionCategory,【物語】超サイヤ人だ孫悟空,images/en/mission/mission_banner_event_343.png,,50206
344,MissionCategory::ExtraMissionCategory,【物語】ドラゴンボール超 宇宙サバイバル編~力の大会ラストバトル~,images/en/mission/mission_banner_event_344.png,,50384
345,MissionCategory::ExtraMissionCategory,【物語】ドラゴンボールGT ~究極の人造人間編~,images/en/mission/mission_banner_event_345.png,,50348
346,MissionCategory::ExtraMissionCategory,【物語】対決！恐怖のギニュー特戦隊,images/en/mission/mission_banner_event_346.png,,50282
347,MissionCategory::ExtraMissionCategory,【物語】たったひとりの最終決戦,images/en/mission/mission_banner_event_347.png,,50298
348,MissionCategory::ExtraMissionCategory,【物語】神々と魔人の知られざる闘い,images/en/mission/mission_banner_event_348.png,,50332
349,MissionCategory::ExtraMissionCategory,【物語】激突!! 100億パワーの戦士たち　〜リニューアル〜,images/en/mission/mission_banner_event_349.png,,50208
351,MissionCategory::ExtraMissionCategory,【物語】ビーデルの舞空術入門,images/en/mission/mission_banner_event_351.png,,50330
352,MissionCategory::ExtraMissionCategory,【物語イベント】「神龍の伝説」,images/en/mission/mission_banner_event_352.png,,50200
353,MissionCategory::ExtraMissionCategory,【物語イベント】「魔神城のねむり姫」,images/en/mission/mission_banner_event_353.png,,50201
354,MissionCategory::ExtraMissionCategory,【物語】「摩訶不思議大冒険」,images/en/mission/mission_banner_event_354.png,,50202
355,MissionCategory::ExtraMissionCategory,【物語】ドラゴンボール超　ブロリー,images/en/mission/mission_banner_event_355.png,,50219
356,MissionCategory::ExtraMissionCategory,【物語】砂漠でレスキュー！ギルの大活躍！,images/en/mission/mission_banner_event_356.png,,50342
357,MissionCategory::ExtraMissionCategory,【物語】ドラゴンボールGT ~七匹の邪悪龍編~,images/en/mission/mission_banner_event_357.png,,50350
361,MissionCategory::ExtraMissionCategory,【物語】ベジータ消滅！？ポトフ星の秘密,images/en/mission/mission_banner_event_361.png,,50366
362,MissionCategory::ExtraMissionCategory,【物語】激震！！フリーザ最終決戦,images/en/mission/mission_banner_event_362.png,,50284
363,MissionCategory::ExtraMissionCategory,【物語】集結！第6宇宙の戦士たち,images/en/mission/mission_banner_event_363.png,,50378
364,MissionCategory::ExtraMissionCategory,【物語】銀河ギリギリ!! ぶっちぎりの凄い奴　〜リニューアル〜,images/en/mission/mission_banner_event_364.png,,50211
365,MissionCategory::ExtraMissionCategory,【物語】うちやぶれ!!伝説の超サイヤ人　〜リニューアル〜,images/en/mission/mission_banner_event_365.png,,50220
366,MissionCategory::ExtraMissionCategory,【物語】新たな敵！！人造人間起動,images/en/mission/mission_banner_event_366.png,,50300
367,MissionCategory::ExtraMissionCategory,宇宙最強！？大いなるポンタへの挑戦！,images/en/dummy_image/dummy_image.png,,50364
368,MissionCategory::ExtraMissionCategory,【物語】出現__謎の怪物セル,images/en/mission/mission_banner_event_368.png,,50302
369,MissionCategory::ExtraMissionCategory,【物語】最強激突!!セルゲーム,images/en/mission/mission_banner_event_369.png,,50304
371,MissionCategory::ExtraMissionCategory,【物語】絶望への反抗!!　〜リニューアル〜,images/en/mission/mission_banner_event_371.png,,50306
372,MissionCategory::ExtraMissionCategory,【物語】極限バトル!!三大超サイヤ人,images/en/mission/mission_banner_event_372.png,,50209
373,MissionCategory::ExtraMissionCategory,【物語】とびっきりの最強対最強　〜リニューアル〜,images/en/mission/mission_banner_event_373.png,,50207
374,MissionCategory::ExtraMissionCategory,【物語】波乱の幕開け！新生天下一武道会,images/en/mission/mission_banner_event_374.png,,50320
375,MissionCategory::ExtraMissionCategory,【物語】運命に導かれた3人のサイヤ人,images/en/mission/mission_banner_event_375.png,,50219
376,MissionCategory::ExtraMissionCategory,【物語】人間０計画,images/en/mission/mission_banner_event_376.png,,50370
377,MissionCategory::ExtraMissionCategory,【物語】神と神　〜リニューアル〜,images/en/mission/mission_banner_event_377.png,,50217
378,MissionCategory::ExtraMissionCategory,【物語】復活！最強最悪の魔人,images/en/mission/mission_banner_event_378.png,,50322
379,MissionCategory::ExtraMissionCategory,【物語】誇り高き正義！プライド・トルーパーズ,images/en/mission/mission_banner_event_379.png,,50386
381,MissionCategory::ExtraMissionCategory,【物語】とびだせ!! 正義のヒーロー　〜リニューアル〜,images/en/mission/mission_banner_event_381.png,,50216
382,MissionCategory::ExtraMissionCategory,【物語】決着！！究極のラストバトル,images/en/mission/mission_banner_event_382.png,,50334
383,MissionCategory::ExtraMissionCategory,【物語】悟空を超えろ！ベジータ改造計画,images/en/mission/mission_banner_event_383.png,,50351
384,MissionCategory::ExtraMissionCategory,【物語】帝王復活！復讐のトレーニング,images/en/mission/mission_banner_event_384.png,,50379
385,MissionCategory::ExtraMissionCategory,【物語】武天老師 新たなる挑戦,images/en/mission/mission_banner_event_385.png,,50387
386,MissionCategory::ExtraMissionCategory,【物語】信頼の力!!第7宇宙の奇跡,images/en/mission/mission_banner_event_386.png,,50388
387,MissionCategory::ExtraMissionCategory,【物語】復活のフュージョン!!悟空とベジータ,images/en/mission/mission_banner_event_387.png,,50214
388,MissionCategory::ExtraMissionCategory,【物語】魔族の脅威！ガーリックJr.来襲,images/en/mission/mission_banner_event_388.png,,50285
389,MissionCategory::ExtraMissionCategory,【物語】宇宙の支配者と戦闘民族〜超サイヤ人の伝説〜,images/en/mission/mission_banner_event_389.png,,50286
391,MissionCategory::ExtraMissionCategory,【物語】因縁の歴史！反逆のサイヤ人,images/en/mission/mission_banner_event_391.png,,50288
392,MissionCategory::ExtraMissionCategory,【物語】宇宙の支配者と戦闘民族〜帝王の思惑〜,images/en/mission/mission_banner_event_392.png,,50287
393,MissionCategory::ExtraMissionCategory,【物語】運命のコリジョン！？ブルマとベジータ,images/en/mission/mission_banner_event_393.png,,50229
394,MissionCategory::ExtraMissionCategory,【物語】燃えろ!!結婚・決戦・大団円,images/en/mission/mission_banner_event_394.png,,50230
395,MissionCategory::ExtraMissionCategory,【物語】偉大なる父の背中,images/en/mission/mission_banner_event_395.png,,50228
396,MissionCategory::ExtraMissionCategory,【物語】受け継がれる宿命！〜100年後の戦士たち〜,images/en/mission/mission_banner_event_396.png,,50359
397,MissionCategory::ExtraMissionCategory,【物語】激突!!宇宙最強を賭けて,images/en/mission/mission_banner_event_397.png,,50208
398,MissionCategory::ExtraMissionCategory,【物語】最強への道,images/en/mission/mission_banner_event_398.png,,50398
399,MissionCategory::ExtraMissionCategory,【物語】ドラゴンボール超 スーパーヒーロー,images/en/mission/mission_banner_event_399.png,,50399
401,MissionCategory::ExtraMissionCategory,戦慄の超エリート,images/en/mission/mission_banner_event_401_R2.png,,401
404,MissionCategory::ExtraMissionCategory,殺し屋桃白白の逆襲,images/en/mission/mission_banner_event_404_R2.png,,404
405,MissionCategory::ExtraMissionCategory,百戦錬磨の達人,images/en/mission/mission_banner_event_405_R2.png,,405
406,MissionCategory::ExtraMissionCategory,禍々しき機皇帝,images/en/mission/mission_banner_event_406_R2.png,,406
408,MissionCategory::ExtraMissionCategory,最頂に君臨せし王,images/en/mission/mission_banner_event_408_R2.png,,408
409,MissionCategory::ExtraMissionCategory,暴悪の支配者,images/en/mission/mission_banner_event_409_R2.png,,409
411,MissionCategory::ExtraMissionCategory,謎の!?覆面強戦士,images/en/mission/mission_banner_event_411_R2.png,,411
412,MissionCategory::ExtraMissionCategory,西の銀河最強の戦士,images/en/mission/mission_banner_event_412_R2.png,,412
413,MissionCategory::ExtraMissionCategory,仮面の武道家,images/en/mission/mission_banner_event_413_R2.png,,413
414,MissionCategory::ExtraMissionCategory,時を越えた戦士,images/en/mission/mission_banner_event_414_R2.png,,414
415,MissionCategory::ExtraMissionCategory,心やさしき破壊兵器,images/en/mission/mission_banner_event_415_R2.png,,415
416,MissionCategory::ExtraMissionCategory,神魔混ざりしナメック戦士,images/en/mission/mission_banner_event_416_R2.png,,416
417,MissionCategory::ExtraMissionCategory,心魂の戦士,images/en/mission/mission_banner_event_417_R2.png,,417
418,MissionCategory::ExtraMissionCategory,成功?失敗?合体超戦士,images/en/mission/mission_banner_event_418_R2.png,,418
420,MissionCategory::ExtraMissionCategory,太古の宇宙海賊,images/en/mission/mission_banner_event_420_R2.png,,420
421,MissionCategory::ExtraMissionCategory,幼き天才王子,images/en/mission/mission_banner_event_421_R2.png,,421
422,MissionCategory::ExtraMissionCategory,時空の旅人,images/en/mission/mission_banner_event_422_R2.png,,422
509,MissionCategory::ExtraMissionCategory,超激戦？ムチャするヤムチャ,images/en/mission/mission_banner_event_509.png,,30509
535,MissionCategory::ExtraMissionCategory,【超激戦】豪炎と爆煙の幻魔人（vs ヒルデガーン）,images/en/mission/mission_banner_event_535_2.png,,30535
609,MissionCategory::ExtraMissionCategory,609_【頂上決戦】絶叫!!最後の気功砲(天津飯),images/en/mission/mission_banner_event_609.png,,86695
611,MissionCategory::ExtraMissionCategory,[en]611_【頂上決戦】不死身のバイオ戦士(バイオブロリー),images/en/mission/mission_banner_event_611.png,,80217
612,MissionCategory::ExtraMissionCategory,[en]612_【頂上決戦】限界を超越せし戦士,images/en/mission/mission_banner_event_612.png,,80219
701,MissionCategory::ExtraMissionCategory,超激戦BOSSラッシュ,images/en/mission/mission_banner_event_701.png,,80045
706,MissionCategory::ExtraMissionCategory,[en]【チャレンジ】ドッカン究極スピードバトル「in8周年記念ファンミーティング」,images/en/mission/mission_banner_event_706.png,,80084
707,MissionCategory::ExtraMissionCategory,[en]【チャレンジ】ドッカン究極スピードバトル「in2024バトルアワー」,images/en/mission/mission_banner_event_707.png,,80142
710,MissionCategory::ExtraMissionCategory,スーパーバトルロード,images/en/mission/mission_banner_event_710.png,,80043
711,MissionCategory::ExtraMissionCategory,【チャレンジ】DOKKANと叩け！パンチマシン！,images/en/mission/mission_banner_event_711.png,,30711
712,MissionCategory::ExtraMissionCategory,熱闘悟空伝,images/en/mission/mission_banner_event_712.png,,80046
713,MissionCategory::ExtraMissionCategory,ドラゴンヒストリー,images/en/mission/mission_banner_event_713.png,,80013
714,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　人造人間/セル編,images/en/mission/mission_banner_event_714.png,,20714
715,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　絶望への反抗!!,images/en/mission/mission_banner_event_715.png,,20715
716,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　HERO絶滅計画,images/en/mission/mission_banner_event_716.png,,20716
717,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　運命に導かれた3人のサイヤ人,images/en/mission/mission_banner_event_717.png,,20717
718,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　人間0計画,images/en/mission/mission_banner_event_718_A3.png,,86800
719,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　サイヤ人編,images/en/mission/mission_banner_event_719.png,,20719
720,MissionCategory::ExtraMissionCategory,【チャレンジ】極限スーパーバトルロード,images/en/mission/mission_banner_event_720.png,,80044
721,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　宇宙最凶の一族,images/en/mission/mission_banner_event_721_A2.png,,20721
722,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　超サイヤ人だ孫悟空,images/en/mission/mission_banner_event_722.png,,20722
723,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　魔女っ子戦士,images/en/mission/mission_banner_event_723_2.png,,20723
724,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　限界を超越せし戦士,images/en/mission/mission_banner_event_724.png,,20724
725,MissionCategory::ExtraMissionCategory,【チャレンジ】極限Zエリア　魔人ブウ編,images/en/mission/mission_banner_event_725_A7.png,,20725
