id,card_id,card_category_id,num
1000081005,1000081,38,5
1000081006,1000081,39,6
1000081007,1000081,43,7
1000081008,1000081,59,8
1000081009,1000081,78,9
1000081010,1000081,82,10
1000090001,1000090,5,1
1000090002,1000090,30,2
1000090003,1000090,33,3
1000090004,1000090,40,4
1000090005,1000090,86,5
1000090006,1000090,87,6
1000090007,1000090,89,7
1000090008,1000090,93,8
1000091001,1000091,5,1
1000091002,1000091,30,2
1000091003,1000091,33,3
1000091004,1000091,40,4
1000091005,1000091,86,5
1000091006,1000091,87,6
1000091007,1000091,89,7
1000091008,1000091,93,8
1000100001,1000100,5,1
1000100002,1000100,19,2
1000100003,1000100,26,3
1000100004,1000100,31,4
1000100005,1000100,38,5
1000100006,1000100,40,6
1000100007,1000100,57,7
1000100008,1000100,58,8
1000100009,1000100,81,9
1000100010,1000100,89,10
1000100011,1000100,95,11
1000101001,1000101,5,1
1000101002,1000101,19,2
1000101003,1000101,26,3
1000101004,1000101,31,4
1000101005,1000101,38,5
1000101006,1000101,40,6
1000101007,1000101,57,7
1000101008,1000101,58,8
1000101009,1000101,81,9
1000101010,1000101,89,10
1000101011,1000101,95,11
1000110001,1000110,51,1
1000110002,1000110,58,2
1000110003,1000110,65,3
1000110004,1000110,79,4
1000110005,1000110,86,5
1000110006,1000110,89,6
1000111001,1000111,51,1
1000111002,1000111,58,2
1000111003,1000111,65,3
1000111004,1000111,79,4
1000111005,1000111,86,5
1000111006,1000111,89,6
1000120001,1000120,18,1
1000120002,1000120,37,2
1000120003,1000120,40,3
1000120004,1000120,58,4
1000120005,1000120,68,5
1000120006,1000120,86,6
1000120007,1000120,89,7
1000120008,1000120,93,8
1000120009,1000120,96,9
1000121001,1000121,18,1
1000121002,1000121,37,2
1000121003,1000121,40,3
1000121004,1000121,58,4
1000121005,1000121,68,5
1000121006,1000121,86,6
1000121007,1000121,89,7
1000121008,1000121,93,8
1000121009,1000121,96,9
1000130001,1000130,37,1
1000130002,1000130,51,2
1000130003,1000130,79,3
1000130004,1000130,89,4
1000131001,1000131,37,1
1000131002,1000131,51,2
1000131003,1000131,79,3
1000131004,1000131,89,4
1000140001,1000140,37,1
1000140002,1000140,51,2
1000140003,1000140,79,3
1000140004,1000140,86,4
1000140005,1000140,89,5
1000141001,1000141,37,1
1000141002,1000141,51,2
1000141003,1000141,79,3
1000141004,1000141,86,4
1000141005,1000141,89,5
1000150001,1000150,37,1
1000150002,1000150,51,2
1000150003,1000150,65,3
1000150004,1000150,86,4
1000150005,1000150,89,5
1000151001,1000151,37,1
1000151002,1000151,51,2
1000151003,1000151,65,3
1000151004,1000151,86,4
1000151005,1000151,89,5
1000160001,1000160,11,1
1000160002,1000160,17,2
1000160003,1000160,30,3
1000160004,1000160,41,4
1000160005,1000160,62,5
1000160006,1000160,86,6
1000160007,1000160,97,7
1000161001,1000161,11,1
1000161002,1000161,17,2
1000161003,1000161,30,3
1000161004,1000161,41,4
1000161005,1000161,62,5
1000161006,1000161,86,6
1000161007,1000161,97,7
1000170001,1000170,17,1
1000170002,1000170,41,2
1000170003,1000170,62,3
1000170004,1000170,86,4
1000170005,1000170,97,5
1000171001,1000171,17,1
1000171002,1000171,41,2
1000171003,1000171,62,3
1000171004,1000171,86,4
1000171005,1000171,97,5
1000180001,1000180,14,1
1000180002,1000180,23,2
1000180003,1000180,25,3
1000180004,1000180,41,4
1000180005,1000180,62,5
1000180006,1000180,97,6
1000181001,1000181,14,1
1000181002,1000181,23,2
1000181003,1000181,25,3
1000181004,1000181,41,4
1000181005,1000181,62,5
1000181006,1000181,97,6
1000190001,1000190,14,1
1000190002,1000190,15,2
1000190003,1000190,25,3
1000190004,1000190,41,4
1000190005,1000190,52,5
1000190006,1000190,62,6
1000190007,1000190,97,7
1000191001,1000191,14,1
1000191002,1000191,15,2
1000191003,1000191,25,3
1000191004,1000191,41,4
1000191005,1000191,52,5
1000191006,1000191,62,6
1000191007,1000191,97,7
1000200001,1000200,21,1
1000200002,1000200,32,2
1000200003,1000200,38,3
1000200004,1000200,43,4
1000200005,1000200,59,5
1000200006,1000200,97,6
1000201001,1000201,21,1
1000201002,1000201,32,2
1000201003,1000201,38,3
1000201004,1000201,43,4
1000201005,1000201,59,5
1000201006,1000201,97,6
1000210001,1000210,21,1
1000210002,1000210,38,2
1000210003,1000210,41,3
1000210004,1000210,43,4
1000210005,1000210,48,5
1000210006,1000210,58,6
1000210007,1000210,59,7
1000211001,1000211,21,1
1000211002,1000211,38,2
1000211003,1000211,41,3
1000211004,1000211,43,4
1000211005,1000211,48,5
1000211006,1000211,58,6
1000211007,1000211,59,7
1000220001,1000220,21,1
1000220002,1000220,35,2
1000220003,1000220,38,3
1000220004,1000220,43,4
1000220005,1000220,94,5
1000220006,1000220,97,6
1000221001,1000221,21,1
1000221002,1000221,35,2
1000221003,1000221,38,3
1000221004,1000221,43,4
1000221005,1000221,94,5
1000221006,1000221,97,6
1000230001,1000230,4,1
1000230002,1000230,21,2
1000230003,1000230,35,3
1000230004,1000230,38,4
1000230005,1000230,43,5
1000230006,1000230,58,6
1000230007,1000230,94,7
1000230008,1000230,97,8
1000231001,1000231,4,1
1000231002,1000231,21,2
1000231003,1000231,35,3
1000231004,1000231,38,4
1000231005,1000231,43,5
1000231006,1000231,58,6
1000231007,1000231,94,7
1000231008,1000231,97,8
1000240001,1000240,21,1
1000240002,1000240,32,2
1000240003,1000240,38,3
1000240004,1000240,43,4
1000240005,1000240,57,5
1000240006,1000240,94,6
1000240007,1000240,97,7
1000241001,1000241,21,1
1000241002,1000241,32,2
1000241003,1000241,38,3
1000241004,1000241,43,4
1000241005,1000241,57,5
1000241006,1000241,94,6
1000241007,1000241,97,7
1000250001,1000250,34,1
1000250002,1000250,39,2
1000250003,1000250,40,3
1000250004,1000250,51,4
1000250005,1000250,58,5
1000250006,1000250,65,6
1000250007,1000250,89,7
1000251001,1000251,34,1
1000251002,1000251,39,2
1000251003,1000251,40,3
1000251004,1000251,51,4
1000251005,1000251,58,5
1000251006,1000251,65,6
1000251007,1000251,89,7
1000260001,1000260,25,1
1000260002,1000260,34,2
1000260003,1000260,35,3
1000260004,1000260,43,4
1000260005,1000260,51,5
1000260006,1000260,78,6
1000260007,1000260,89,7
1000260008,1000260,97,8
1000261001,1000261,25,1
1000261002,1000261,34,2
1000261003,1000261,35,3
1000261004,1000261,43,4
1000261005,1000261,51,5
1000261006,1000261,78,6
1000261007,1000261,89,7
1000261008,1000261,97,8
1000270001,1000270,5,1
1000270002,1000270,30,2
1000270003,1000270,33,3
1000270004,1000270,40,4
1000270005,1000270,86,5
1000270006,1000270,87,6
1000270007,1000270,89,7
1000270008,1000270,93,8
1000271001,1000271,5,1
1000271002,1000271,30,2
1000271003,1000271,33,3
1000271004,1000271,40,4
1000271005,1000271,86,5
1000271006,1000271,87,6
1000271007,1000271,89,7
1000271008,1000271,93,8
1000280001,1000280,5,1
1000280002,1000280,19,2
1000280003,1000280,26,3
1000280004,1000280,31,4
1000280005,1000280,38,5
1000280006,1000280,40,6
1000280007,1000280,57,7
1000280008,1000280,58,8
1000280009,1000280,81,9
1000280010,1000280,89,10
1000280011,1000280,95,11
1000281001,1000281,5,1
1000281002,1000281,19,2
1000281003,1000281,26,3
1000281004,1000281,31,4
1000281005,1000281,38,5
1000281006,1000281,40,6
1000281007,1000281,57,7
1000281008,1000281,58,8
1000281009,1000281,81,9
1000281010,1000281,89,10
1000281011,1000281,95,11
1000290001,1000290,51,1
1000290002,1000290,58,2
1000290003,1000290,65,3
1000290004,1000290,79,4
1000290005,1000290,89,5
1000291001,1000291,51,1
1000291002,1000291,58,2
1000291003,1000291,65,3
1000291004,1000291,79,4
1000291005,1000291,89,5
1000300001,1000300,18,1
1000300002,1000300,37,2
1000300003,1000300,40,3
1000300004,1000300,58,4
1000300005,1000300,68,5
1000300006,1000300,89,6
1000300007,1000300,93,7
1000300008,1000300,96,8
1000301001,1000301,18,1
1000301002,1000301,37,2
1000301003,1000301,40,3
1000301004,1000301,58,4
1000301005,1000301,68,5
1000301006,1000301,89,6
1000301007,1000301,93,7
1000301008,1000301,96,8
1000310001,1000310,37,1
1000310002,1000310,51,2
1000310003,1000310,79,3
1000310004,1000310,86,4
1000310005,1000310,89,5
1000311001,1000311,37,1
1000311002,1000311,51,2
1000311003,1000311,79,3
1000311004,1000311,86,4
1000311005,1000311,89,5
1000320001,1000320,37,1
1000320002,1000320,51,2
1000320003,1000320,79,3
1000320004,1000320,86,4
1000320005,1000320,89,5
1000321001,1000321,37,1
1000321002,1000321,51,2
1000321003,1000321,79,3
1000321004,1000321,86,4
1000321005,1000321,89,5
1000330001,1000330,37,1
1000330002,1000330,51,2
1000330003,1000330,65,3
1000330004,1000330,86,4
1000330005,1000330,89,5
1000331001,1000331,37,1
1000331002,1000331,51,2
1000331003,1000331,65,3
1000331004,1000331,86,4
1000331005,1000331,89,5
1000340001,1000340,11,1
1000340002,1000340,17,2
1000340003,1000340,30,3
1000340004,1000340,41,4
1000340005,1000340,62,5
1000340006,1000340,86,6
1000340007,1000340,97,7
1000341001,1000341,11,1
1000341002,1000341,17,2
1000341003,1000341,30,3
1000341004,1000341,41,4
1000341005,1000341,62,5
1000341006,1000341,86,6
1000341007,1000341,97,7
1000350001,1000350,17,1
1000350002,1000350,41,2
1000350003,1000350,62,3
1000350004,1000350,86,4
1000350005,1000350,97,5
1000351001,1000351,17,1
1000351002,1000351,41,2
1000351003,1000351,62,3
1000351004,1000351,86,4
1000351005,1000351,97,5
1000360001,1000360,14,1
1000360002,1000360,23,2
1000360003,1000360,25,3
1000360004,1000360,41,4
1000360005,1000360,62,5
1000360006,1000360,97,6
1000361001,1000361,14,1
1000361002,1000361,23,2
1000361003,1000361,25,3
1000361004,1000361,41,4
1000361005,1000361,62,5
1000361006,1000361,97,6
1000370001,1000370,14,1
1000370002,1000370,15,2
1000370003,1000370,25,3
1000370004,1000370,41,4
1000370005,1000370,52,5
1000370006,1000370,62,6
1000370007,1000370,97,7
1000371001,1000371,14,1
1000371002,1000371,15,2
1000371003,1000371,25,3
1000371004,1000371,41,4
1000371005,1000371,52,5
1000371006,1000371,62,6
1000371007,1000371,97,7
1000380001,1000380,21,1
1000380002,1000380,32,2
1000380003,1000380,38,3
1000380004,1000380,43,4
1000380005,1000380,59,5
1000380006,1000380,97,6
1000381001,1000381,21,1
1000381002,1000381,32,2
1000381003,1000381,38,3
1000381004,1000381,43,4
1000381005,1000381,59,5
1000381006,1000381,97,6
1000390001,1000390,21,1
1000390002,1000390,38,2
1000390003,1000390,41,3
1000390004,1000390,43,4
1000390005,1000390,48,5
1000390006,1000390,58,6
1000390007,1000390,59,7
1000391001,1000391,21,1
1000391002,1000391,38,2
1000391003,1000391,41,3
1000391004,1000391,43,4
1000391005,1000391,48,5
1000391006,1000391,58,6
1000391007,1000391,59,7
1000400001,1000400,21,1
1000400002,1000400,35,2
1000400003,1000400,38,3
1000400004,1000400,43,4
1000400005,1000400,94,5
1000400006,1000400,97,6
1000401001,1000401,21,1
1000401002,1000401,35,2
1000401003,1000401,38,3
1000401004,1000401,43,4
1000401005,1000401,94,5
1000401006,1000401,97,6
1000410001,1000410,4,1
1000410002,1000410,21,2
1000410003,1000410,35,3
1000410004,1000410,38,4
1000410005,1000410,43,5
1000410006,1000410,58,6
1000410007,1000410,94,7
1000410008,1000410,97,8
1000411001,1000411,4,1
1000411002,1000411,21,2
1000411003,1000411,35,3
1000411004,1000411,38,4
1000411005,1000411,43,5
1000411006,1000411,58,6
1000411007,1000411,94,7
1000411008,1000411,97,8
1000420001,1000420,21,1
1000420002,1000420,32,2
1000420003,1000420,38,3
1000420004,1000420,43,4
1000420005,1000420,57,5
1000420006,1000420,94,6
1000420007,1000420,97,7
1000421001,1000421,21,1
1000421002,1000421,32,2
1000421003,1000421,38,3
1000421004,1000421,43,4
1000421005,1000421,57,5
1000421006,1000421,94,6
1000421007,1000421,97,7
1000430001,1000430,34,1
1000430002,1000430,39,2
1000430003,1000430,40,3
1000430004,1000430,51,4
1000430005,1000430,58,5
1000430006,1000430,65,6
1000430007,1000430,89,7
1000431001,1000431,34,1
1000431002,1000431,39,2
1000431003,1000431,40,3
1000431004,1000431,51,4
1000431005,1000431,58,5
1000431006,1000431,65,6
1000431007,1000431,89,7
1000440001,1000440,25,1
1000440002,1000440,34,2
1000440003,1000440,35,3
1000440004,1000440,43,4
1000440005,1000440,51,5
1000440006,1000440,78,6
1000440007,1000440,89,7
1000440008,1000440,97,8
1000441001,1000441,25,1
1000441002,1000441,34,2
1000441003,1000441,35,3
1000441004,1000441,43,4
1000441005,1000441,51,5
1000441006,1000441,78,6
1000441007,1000441,89,7
1000441008,1000441,97,8
1000450001,1000450,25,1
1000450002,1000450,34,2
1000450003,1000450,41,3
1000451001,1000451,25,1
1000451002,1000451,34,2
1000451003,1000451,41,3
1000460001,1000460,3,1
1000460002,1000460,8,2
1000460003,1000460,46,3
1000460004,1000460,89,4
1000460005,1000460,91,5
1000460006,1000460,93,6
1000460007,1000460,96,7
1000461001,1000461,3,1
1000461002,1000461,8,2
1000461003,1000461,46,3
1000461004,1000461,89,4
1000461005,1000461,91,5
1000461006,1000461,93,6
1000461007,1000461,96,7
1000470001,1000470,25,1
1000470002,1000470,34,2
1000470003,1000470,41,3
1000470004,1000470,93,4
1000470005,1000470,97,5
1000471001,1000471,25,1
1000471002,1000471,34,2
1000471003,1000471,41,3
1000471004,1000471,93,4
1000471005,1000471,97,5
1000480001,1000480,25,1
1000480002,1000480,34,2
1000480003,1000480,41,3
1000480004,1000480,93,4
1000480005,1000480,97,5
1000481001,1000481,25,1
1000481002,1000481,34,2
1000481003,1000481,41,3
1000481004,1000481,93,4
1000481005,1000481,97,5
1000490001,1000490,34,1
1000490002,1000490,41,2
1000490003,1000490,93,3
1000490004,1000490,97,4
1000491001,1000491,34,1
1000491002,1000491,41,2
1000491003,1000491,93,3
1000491004,1000491,97,4
1000500001,1000500,4,1
1000500002,1000500,3,2
1000500003,1000500,51,3
1000500004,1000500,87,4
1000500005,1000500,89,5
1000501001,1000501,4,1
1000501002,1000501,3,2
1000501003,1000501,51,3
1000501004,1000501,87,4
1000501005,1000501,89,5
1000510001,1000510,14,1
1000510002,1000510,25,2
1000510003,1000510,41,3
1000510004,1000510,50,4
1000510005,1000510,62,5
1000510006,1000510,97,6
1000511001,1000511,14,1
1000511002,1000511,25,2
1000511003,1000511,41,3
1000511004,1000511,50,4
1000511005,1000511,62,5
1000511006,1000511,97,6
1000520001,1000520,14,1
1000520002,1000520,15,2
1000520003,1000520,25,3
1000520004,1000520,41,4
1000520005,1000520,52,5
1000520006,1000520,62,6
1000520007,1000520,97,7
1000521001,1000521,14,1
1000521002,1000521,15,2
1000521003,1000521,25,3
1000521004,1000521,41,4
1000521005,1000521,52,5
1000521006,1000521,62,6
1000521007,1000521,97,7
1000530001,1000530,14,1
1000530002,1000530,15,2
1000530003,1000530,25,3
1000530004,1000530,41,4
1000530005,1000530,52,5
1000530006,1000530,62,6
1000530007,1000530,97,7
1000531001,1000531,14,1
1000531002,1000531,15,2
1000531003,1000531,25,3
1000531004,1000531,41,4
1000531005,1000531,52,5
1000531006,1000531,62,6
1000531007,1000531,97,7
1000540001,1000540,14,1
1000540002,1000540,15,2
1000540003,1000540,25,3
1000540004,1000540,41,4
1000540005,1000540,52,5
1000540006,1000540,62,6
1000540007,1000540,80,7
1000540008,1000540,97,8
1000541001,1000541,14,1
1000541002,1000541,15,2
1000541003,1000541,25,3
1000541004,1000541,41,4
1000541005,1000541,52,5
1000541006,1000541,62,6
1000541007,1000541,80,7
1000541008,1000541,97,8
1000550001,1000550,14,1
1000550002,1000550,15,2
1000550003,1000550,25,3
1000550004,1000550,41,4
1000550005,1000550,52,5
1000550006,1000550,62,6
1000550007,1000550,97,7
1000551001,1000551,14,1
1000551002,1000551,15,2
1000551003,1000551,25,3
1000551004,1000551,41,4
1000551005,1000551,52,5
1000551006,1000551,62,6
1000551007,1000551,97,7
1000560001,1000560,51,1
1000560002,1000560,86,2
1000560003,1000560,89,3
1000561001,1000561,51,1
1000561002,1000561,86,2
1000561003,1000561,89,3
1000570001,1000570,14,1
1000570002,1000570,18,2
1000570003,1000570,63,3
1000570004,1000570,93,4
1000570005,1000570,97,5
1000571001,1000571,14,1
1000571002,1000571,18,2
1000571003,1000571,63,3
1000571004,1000571,93,4
1000571005,1000571,97,5
1000580001,1000580,3,1
1000580002,1000580,9,2
1000580003,1000580,51,3
1000580004,1000580,57,4
1000580005,1000580,79,5
1000580006,1000580,87,6
1000580007,1000580,89,7
1000580008,1000580,91,8
1000580009,1000580,95,9
1000581001,1000581,3,1
1000581002,1000581,9,2
1000581003,1000581,51,3
1000581004,1000581,57,4
1000581005,1000581,79,5
1000581006,1000581,87,6
1000581007,1000581,89,7
1000581008,1000581,91,8
1000581009,1000581,95,9
1000590001,1000590,4,1
1000590002,1000590,9,2
1000590003,1000590,51,3
1000590004,1000590,70,4
1000590005,1000590,87,5
1000590006,1000590,89,6
1000591001,1000591,4,1
1000591002,1000591,9,2
1000591003,1000591,51,3
1000591004,1000591,70,4
1000591005,1000591,87,5
1000591006,1000591,89,6
1000600001,1000600,21,1
1000600002,1000600,32,2
1000600003,1000600,38,3
1000600004,1000600,39,4
1000600005,1000600,91,5
1000600006,1000600,97,6
1000601001,1000601,21,1
1000601002,1000601,32,2
1000601003,1000601,38,3
1000601004,1000601,39,4
1000601005,1000601,91,5
1000601006,1000601,97,6
1000610001,1000610,3,1
1000610002,1000610,9,2
1000610003,1000610,41,3
1000610004,1000610,51,4
1000610005,1000610,64,5
1000610006,1000610,89,6
1000610007,1000610,91,7
1000610008,1000610,97,8
1000611001,1000611,3,1
1000611002,1000611,9,2
1000611003,1000611,41,3
1000611004,1000611,51,4
1000611005,1000611,64,5
1000611006,1000611,89,6
1000611007,1000611,91,7
1000611008,1000611,97,8
1000620001,1000620,3,1
1000620002,1000620,9,2
1000620003,1000620,41,3
1000620004,1000620,51,4
1000620005,1000620,64,5
1000620006,1000620,89,6
1000620007,1000620,91,7
1000620008,1000620,97,8
1000621001,1000621,3,1
1000621002,1000621,9,2
1000621003,1000621,41,3
1000621004,1000621,51,4
1000621005,1000621,64,5
1000621006,1000621,89,6
1000621007,1000621,91,7
1000621008,1000621,97,8
1000630001,1000630,9,1
1000630002,1000630,41,2
1000630003,1000630,64,3
1000630004,1000630,93,4
1000630005,1000630,97,5
1000631001,1000631,9,1
1000631002,1000631,41,2
1000631003,1000631,64,3
1000631004,1000631,93,4
1000631005,1000631,97,5
1000640001,1000640,3,1
1000640002,1000640,9,2
1000640003,1000640,51,3
1000640004,1000640,57,4
1000640005,1000640,79,5
1000640006,1000640,87,6
1000640007,1000640,89,7
1000640008,1000640,91,8
1000640009,1000640,95,9
1000641001,1000641,3,1
1000641002,1000641,9,2
1000641003,1000641,51,3
1000641004,1000641,57,4
1000641005,1000641,79,5
1000641006,1000641,87,6
1000641007,1000641,89,7
1000641008,1000641,91,8
1000641009,1000641,95,9
1000650001,1000650,4,1
1000650002,1000650,9,2
1000650003,1000650,51,3
1000650004,1000650,70,4
1000650005,1000650,87,5
1000650006,1000650,89,6
1000651001,1000651,4,1
1000651002,1000651,9,2
1000651003,1000651,51,3
1000651004,1000651,70,4
1000651005,1000651,87,5
1000651006,1000651,89,6
1000660001,1000660,21,1
1000660002,1000660,32,2
1000660003,1000660,38,3
1000660004,1000660,39,4
1000660005,1000660,91,5
1000660006,1000660,97,6
1000661001,1000661,21,1
1000661002,1000661,32,2
1000661003,1000661,38,3
1000661004,1000661,39,4
1000661005,1000661,91,5
1000661006,1000661,97,6
1000670001,1000670,3,1
1000670002,1000670,9,2
1000670003,1000670,41,3
1000670004,1000670,51,4
1000670005,1000670,64,5
1000670006,1000670,89,6
1000670007,1000670,91,7
1000670008,1000670,97,8
1000671001,1000671,3,1
1000671002,1000671,9,2
1000671003,1000671,41,3
1000671004,1000671,51,4
1000671005,1000671,64,5
1000671006,1000671,89,6
1000671007,1000671,91,7
1000671008,1000671,97,8
1000680001,1000680,3,1
1000680002,1000680,9,2
1000680003,1000680,41,3
1000680004,1000680,51,4
1000680005,1000680,64,5
1000680006,1000680,89,6
1000680007,1000680,91,7
1000680008,1000680,97,8
1000681001,1000681,3,1
1000681002,1000681,9,2
1000681003,1000681,41,3
1000681004,1000681,51,4
1000681005,1000681,64,5
1000681006,1000681,89,6
1000681007,1000681,91,7
1000681008,1000681,97,8
1000690001,1000690,9,1
1000690002,1000690,41,2
1000690003,1000690,64,3
1000690004,1000690,93,4
1000690005,1000690,97,5
1000691001,1000691,9,1
1000691002,1000691,41,2
1000691003,1000691,64,3
1000691004,1000691,93,4
1000691005,1000691,97,5
1000700001,1000700,9,1
1000700002,1000700,41,2
1000700003,1000700,50,3
1000700004,1000700,64,4
1000700005,1000700,97,5
1000701001,1000701,9,1
1000701002,1000701,41,2
1000701003,1000701,50,3
1000701004,1000701,64,4
1000701005,1000701,97,5
1000710001,1000710,14,1
1000710002,1000710,41,2
1000710003,1000710,62,3
1000710004,1000710,97,4
1000711001,1000711,14,1
1000711002,1000711,41,2
1000711003,1000711,62,3
1000711004,1000711,97,4
1000720001,1000720,14,1
1000720002,1000720,41,2
1000720003,1000720,62,3
1000720004,1000720,97,4
1000721001,1000721,14,1
1000721002,1000721,41,2
1000721003,1000721,62,3
1000721004,1000721,97,4
1000730001,1000730,9,1
1000730002,1000730,41,2
1000730003,1000730,97,3
1000731001,1000731,9,1
1000731002,1000731,41,2
1000731003,1000731,97,3
1000740001,1000740,3,1
1000740002,1000740,9,2
1000740003,1000740,51,3
1000740004,1000740,89,4
1000740005,1000740,91,5
1000741001,1000741,3,1
1000741002,1000741,9,2
1000741003,1000741,51,3
1000741004,1000741,89,4
1000741005,1000741,91,5
1000750001,1000750,3,1
1000750002,1000750,9,2
1000750003,1000750,51,3
1000750004,1000750,89,4
1000750005,1000750,91,5
1000751001,1000751,3,1
1000751002,1000751,9,2
1000751003,1000751,51,3
1000751004,1000751,89,4
1000751005,1000751,91,5
1000760001,1000760,3,1
1000760002,1000760,9,2
1000760003,1000760,51,3
1000760004,1000760,89,4
1000760005,1000760,91,5
1000761001,1000761,3,1
1000761002,1000761,9,2
1000761003,1000761,51,3
1000761004,1000761,89,4
1000761005,1000761,91,5
1000770001,1000770,32,1
1000770002,1000770,34,2
1000771001,1000771,32,1
1000771002,1000771,34,2
1000780001,1000780,86,1
1000780002,1000780,97,2
1000781001,1000781,86,1
1000781002,1000781,97,2
1000790001,1000790,14,1
1000790002,1000790,41,2
1000790003,1000790,62,3
1000790004,1000790,97,4
1000791001,1000791,14,1
1000791002,1000791,41,2
1000791003,1000791,62,3
1000791004,1000791,97,4
1000800001,1000800,34,1
1000800002,1000800,41,2
1000800003,1000800,51,3
1000800004,1000800,89,4
1000800005,1000800,97,5
1000801001,1000801,34,1
1000801002,1000801,41,2
1000801003,1000801,51,3
1000801004,1000801,89,4
1000801005,1000801,97,5
1000810001,1000810,5,1
1000810002,1000810,19,2
1000810003,1000810,26,3
1000810004,1000810,31,4
1000810005,1000810,38,5
1000810006,1000810,40,6
1000810007,1000810,57,7
1000810008,1000810,58,8
1000810009,1000810,81,9
1000810010,1000810,89,10
1000810011,1000810,95,11
1000811001,1000811,5,1
1000811002,1000811,19,2
1000811003,1000811,26,3
1000811004,1000811,31,4
1000811005,1000811,38,5
1000811006,1000811,40,6
1000811007,1000811,57,7
1000811008,1000811,58,8
1000811009,1000811,81,9
1000811010,1000811,89,10
1000811011,1000811,95,11
1000820001,1000820,3,1
1000820002,1000820,9,2
1000820003,1000820,51,3
1000820004,1000820,57,4
1000820005,1000820,79,5
1000820006,1000820,87,6
1000820007,1000820,89,7
1000820008,1000820,91,8
1000820009,1000820,95,9
1000821001,1000821,3,1
1000821002,1000821,9,2
1000821003,1000821,51,3
